URI,name,alternative-fr,alternative-nl,alternative-de,alternative-en,taf-tap-code,telegraph-code,country-code,longitude,latitude,avg_stop_times,official_transfer_time
http://irail.be/stations/NMBS/008861127,Flawinne,,,,,BE00400,FFW,be,4.806298,50.456236,103.24,300
http://irail.be/stations/NMBS/008843166,Flemalle-Grande,,,,,BE00329,NFG,be,5.480983,50.605349,84.885714,300
http://irail.be/stations/NMBS/008843208,Flemalle-Haute,,,,,BE00402,LFH,be,5.457656,50.595308,145.737143,240
http://irail.be/stations/NMBS/008872413,Fleurus,,,,,BE00404,LFR,be,4.543741,50.481927,37.725714,300
http://irail.be/stations/NMBS/008864923,Florée,,,,,BE00406,FLF,be,5.056099,50.357786,0,
http://irail.be/stations/NMBS/008861135,Floreffe,,,,,,,be,4.762368,50.443328,103.24,300
http://irail.be/stations/NMBS/008866845,Florenville,,,,,BE00409,MFL,be,5.331115,49.706967,13.582857,300
http://irail.be/stations/NMBS/008811767,Florival,,,,,BE00410,GFL,be,4.653868,50.761501,54.857143,300
http://irail.be/stations/NMBS/008871688,Fontaine-Valmont,,,,,BE00412,NFV,be,4.212785,50.321164,30.525714,300
http://irail.be/stations/NMBS/008871514,Forchies,,,,,BE00413,LFC,be,4.325384,50.433314,88.097143,300
http://irail.be/stations/NMBS/008864311,Forrières,,,,,BE00418,MFR,be,5.276784,50.132759,55.102857,300
http://irail.be/stations/NMBS/008844255,Fraipont,,,,,BE00421,FIP,be,5.723665,50.565059,88.64,300
http://irail.be/stations/NMBS/008881570,Frameries,,,,,BE00422,LRS,be,3.906586,50.405932,33.788571,300
http://irail.be/stations/NMBS/008844347,Franchimont,,,,,BE00423,FRO,be,5.822223,50.525723,31.502857,300
http://irail.be/stations/NMBS/008861143,Franière,,,,,BE00424,FNF,be,4.733548,50.439543,103.24,300
http://irail.be/stations/NMBS/008061676,Frankfurt am Main Flughafen Fernbf,,,,,,,de,8.66361100,50.1308300,0,
http://irail.be/stations/NMBS/008011090,Frankfurt am Main Flughafen Reginalbf,,,,,,,de,8.569853,50.051696,0,
http://irail.be/stations/NMBS/008011068,Frankfurt am Main Hbf,Francfort-sur-le-Main Hbf,,,,,,de,8.6653708,50.1071318,0,
http://irail.be/stations/NMBS/008885068,Froyennes,,,,,BE00427,GFY,be,3.354837,50.62989,85.24,300
http://irail.be/stations/NMBS/008895620,Galmaarden,Gammerages,,,,BE00432,FGM,be,3.965726,50.743918,40.04,300
http://irail.be/stations/NMBS/008811742,Gastuche,,,,,BE00433,GG,be,4.649598,50.736646,54.857143,300
http://irail.be/stations/NMBS/008892643,Gavere-Asper,,,,,BE00434,FGA,be,3.639732,50.930021,37.331429,300
http://irail.be/stations/NMBS/008865649,Gedinne,,,,,BE00435,MG,be,4.978073,49.984123,27.64,300
http://irail.be/stations/NMBS/008832433,Geel,,,,,BE00436,LG,be,4.988608,51.168955,60.84,300
http://irail.be/stations/NMBS/008861200,Gembloux,,,,,BE00438,LGB,be,4.691497,50.570489,143.514286,240
http://irail.be/stations/NMBS/008863834,Gendron-Celles,,,,,BE00442,MGN,be,4.964607,50.211235,28.497143,300
http://irail.be/stations/NMBS/008831765,Genk,,,,,BE01670,FKG,be,5.497685,50.967057,41.851429,300
http://irail.be/stations/NMBS/008881562,Genly,,,,,BE00446,MLY,be,3.911638,50.390642,33.788571,300
http://irail.be/stations/NMBS/008893120,Gent-Dampoort,Gand-Dampoort,,,Ghent-Dampoort,BE00449,FGDM,be,3.740591,51.056365,152.382857,240
http://irail.be/stations/NMBS/008892007,Gent-Sint-Pieters,Gand-Saint-Pierre,,,Ghent-Sint-Pieters,BE00455,FGSP,be,3.710675,51.035896,535.731429,300
http://irail.be/stations/NMBS/008893179,Gentbrugge,,,,,BE00447,FUGE,be,3.756322,51.038647,151.868571,300
http://irail.be/stations/NMBS/008811528,Genval,,,,,BE00457,MGV,be,4.514832,50.725697,157.028571,300
http://irail.be/stations/NMBS/008895505,Geraardsbergen,Grammont,,,,BE00458,FGRA,be,3.872328,50.771137,153.188571,300
http://irail.be/stations/NMBS/008881125,Ghlin,,,,,BE00462,FIH,be,3.906343,50.487411,103.32,300
http://irail.be/stations/NMBS/008841731,Glons,,Glaaien,,,BE00470,LGL,be,5.535431,50.750426,30.24,300
http://irail.be/stations/NMBS/008871381,Godarville,,,,,BE00471,FDI,be,4.290308,50.492795,31.165714,300
http://irail.be/stations/NMBS/008863560,Godinne,,,,,BE00472,NGD,be,4.86996,50.348914,60.788571,300
http://irail.be/stations/NMBS/008200129,Goebelsmühle,,,,,,,lu,6.053335,49.92104,0,
http://irail.be/stations/NMBS/008893047,Gontrode,,,,,BE00474,FOO,be,3.801672,50.980199,42.108571,300
http://irail.be/stations/NMBS/008845005,Gouvy,,,,,BE00477,FVY,be,5.953906,50.189409,33.051429,180
http://irail.be/stations/NMBS/008849072,Gouvy-Frontiere,,,,,,,be,5.96861300,50.1716530,39.405714,120
http://irail.be/stations/NMBS/008871373,Gouy-lez-Pieton,,,,,BE00479,FGP,be,4.325123,50.497065,31.165714,300
http://irail.be/stations/NMBS/008865615,Graide,,,,,BE00480,MGD,be,5.043047,49.934134,27.64,300
http://irail.be/stations/NMBS/008811445,Groenendaal,Groenendael,,,,BE00486,MDL,be,4.449489,50.766103,157.028571,300
http://irail.be/stations/NMBS/008812229,Groot-Bijgaarden,Grand-Bigard,,,,BE00488,MGA,be,4.273543,50.868337,59.097143,300
http://irail.be/stations/NMBS/008864337,Grupont,,,,,BE00489,MGP,be,5.280524,50.0906,55.102857,300
http://irail.be/stations/NMBS/008822517,Haacht,,,,,BE00493,FAT,be,4.613309,50.966428,66.468571,300
http://irail.be/stations/NMBS/008895869,Haaltert,,,,,BE00494,FHA,be,4.023958,50.906838,110.188571,300
http://irail.be/stations/NMBS/008866142,Habay,,,,,BE00496,MHB,be,5.632685,49.718249,62.874286,300
http://irail.be/stations/NMBS/008884327,Hainin,,,,,BE00501,HAI,be,3.766893,50.428019,32.828571,300
http://irail.be/stations/NMBS/008866530,Halanzy,,,,,BE00502,MHZ,be,5.741347,49.5562,13.188571,300
http://irail.be/stations/NMBS/008814308,Halle,Hal,,,,BE00504,FH,be,4.240634,50.733931,328.668571,300
http://irail.be/stations/NMBS/008873387,Ham-sur-Heure,,,,,BE00514,LHH,be,4.404696,50.319555,34.485714,300
http://irail.be/stations/NMBS/008861168,Ham-sur-Sambre,,,,,BE00515,MHM,be,4.669392,50.45255,102.817143,300
http://irail.be/stations/NMBS/008822533,Hambos,,,,,BE00507,HBS,be,4.66301,50.944251,66.468571,300
http://irail.be/stations/NMBS/008842846,Hamoir,,,,,BE00510,LHM,be,5.533561,50.428181,30.674286,300
http://irail.be/stations/NMBS/008832664,Hamont,,,,,BE01368,GHA,be,5.543279,51.246424,33.434286,300
http://irail.be/stations/NMBS/008891165,Hansbeke,,,,,BE00518,FHK,be,3.536212,51.073202,188.16,300
http://irail.be/stations/NMBS/008884640,Harchies,,,,,BE00519,FRH,be,3.698764,50.482565,64.468571,300
http://irail.be/stations/NMBS/008896115,Harelbeke,,,,,BE00520,FHL,be,3.314008,50.85586,82.085714,300
http://irail.be/stations/NMBS/008811155,Haren,,,,,BE01663,GHT,be,4.419978,50.888878,156.28,300
http://irail.be/stations/NMBS/008811130,Haren-Sud/Haren-Zuid,Haren-Sud,Haren-Zuid,,,BE00501,HARZ,be,4.415357,50.889696,325.611429,300
http://irail.be/stations/NMBS/008831005,Hasselt,,,,,BE00523,FHS,be,5.327627,50.930822,236.76,240
http://irail.be/stations/NMBS/008843349,Haute-Flône,,,,,BE00530,LHF,be,5.330333,50.55349,90.977143,300
http://irail.be/stations/NMBS/008731388,Haute-Picardie TGV,,,,,,,fr,2.49565000,49.8589400,0,
http://irail.be/stations/NMBS/008864832,Haversin,,,,,BE00532,MHV,be,5.194371,50.249044,60.222857,300
http://irail.be/stations/NMBS/008881430,Havre,,,,,BE00535,LHR,be,4.059987,50.470754,87.782857,300
http://irail.be/stations/NMBS/008821519,Heide,,,,,BE00539,MID,be,4.460483,51.364623,75.828571,300
http://irail.be/stations/NMBS/008891645,Heist,,,,,BE00540,FHI,be,3.239181,51.333979,39.451429,300
http://irail.be/stations/NMBS/008821832,Heist-op-den-Berg,,,,,BE00541,GHO,be,4.708235,51.074146,95.942857,300
http://irail.be/stations/NMBS/008812153,Heizijde,,,,,BE00542,LEZ,be,4.156171,50.989593,88.6,300
http://irail.be/stations/NMBS/008728606,Hellemmes,,,,,,,fr,3.108892,50.626941,6.388571,300
http://irail.be/stations/NMBS/008824224,Hemiksem,,,,,BE00546,LKM,be,4.338293,51.136243,58.314286,300
http://irail.be/stations/NMBS/008883022,Hennuyères,,,,,BE00550,FNY,be,4.175893,50.651005,160.457143,300
http://irail.be/stations/NMBS/008811288,Herent,,,,,BE00553,FET,be,4.672188,50.90353,330.102857,300
http://irail.be/stations/NMBS/008821717,Herentals,,,,,BE00554,FHT,be,4.829535,51.181513,149.502857,180
http://irail.be/stations/NMBS/008844644,Hergenrath,,,,,BE00825,REG,be,6.041335,50.718209,29.84,240
http://irail.be/stations/NMBS/008849023,Hergenrath-Frontiere,,,,,,,be,6.04126900,50.7189550,44.68,120
http://irail.be/stations/NMBS/008895646,Herne,,,,,BE00559,FRE,be,4.014573,50.723701,40.04,300
http://irail.be/stations/NMBS/008885753,Herseaux,,,,,BE00560,FXS,be,3.245959,50.713894,52.228571,300
http://irail.be/stations/NMBS/008841608,Herstal,,,,,BE00562,LHS,be,5.622761,50.660911,107.965714,300
http://irail.be/stations/NMBS/008895430,Herzele,,,,,BE00563,FHZ,be,3.880616,50.89722,110.188571,300
http://irail.be/stations/NMBS/008832243,Heusden,,,,,BE00565,MHD,be,5.281782,51.038207,30.571429,300
http://irail.be/stations/NMBS/008822459,Hever,,,,,BE00566,GHR,be,4.537637,50.997791,66.468571,300
http://irail.be/stations/NMBS/008833126,Heverlee,,,,,BE00567,GHE,be,4.6952,50.86253,54.697143,300
http://irail.be/stations/NMBS/008895422,Hillegem,,,,,BE00568,HIL,be,3.857469,50.891296,110.188571,300
http://irail.be/stations/NMBS/008824158,Hoboken-Polder,,,,,BE00570,FOE,be,4.347785,51.182699,58.314286,300
http://irail.be/stations/NMBS/008811460,Hoeilaart,,,,,BE00572,FOY,be,4.467414,50.760161,157.028571,300
http://irail.be/stations/NMBS/008822277,Hofstade,,,,,BE00574,FHF,be,4.498336,50.988658,20.92,300
http://irail.be/stations/NMBS/008814159,Holleken,,,,,BE00578,HOL,be,4.353952,50.767631,164.097143,300
http://irail.be/stations/NMBS/008200710,Hollerich,,,,,,,lu,6.12093800,49.5951600,51.022857,300
http://irail.be/stations/NMBS/008842655,Hony,,,,,BE00579,MHN,be,5.573563,50.539917,62.257143,300
http://irail.be/stations/NMBS/008886553,Houraing,,,,,BE00583,MHG,be,3.835175,50.703062,37.2,300
http://irail.be/stations/NMBS/008871829,Hourpes,,,,,BE00585,MHR,be,4.308736,50.363692,30.525714,300
http://irail.be/stations/NMBS/008863842,Houyet,,,,,BE00589,MHY,be,5.006074,50.189868,29.405714,300
http://irail.be/stations/NMBS/008821337,Hove,,,,,BE00590,MHO,be,4.465157,51.154114,244,300
http://irail.be/stations/NMBS/008814415,Huizingen,,,,,BE00591,HUIZ,be,4.266487,50.7519,43.245714,300
http://irail.be/stations/NMBS/008843307,Huy,,Hoei,,,BE00592,LY,be,5.234211,50.527242,92.417143,300
http://irail.be/stations/NMBS/008895844,Iddergem,,,,,BE00600,GIR,be,4.06849,50.876886,47.245714,300
http://irail.be/stations/NMBS/008895729,Idegem,,,,,BE00601,FID,be,3.921553,50.801871,47.245714,300
http://irail.be/stations/NMBS/008896503,Ieper,Ypres,,,,BE00602,FI,be,2.876593,50.847402,41.622857,300
http://irail.be/stations/NMBS/008896925,Ingelmunster,,,,,BE00604,FNM,be,3.255416,50.914326,69.451429,300
http://irail.be/stations/NMBS/008896909,Izegem,,,,,BE00606,LZG,be,3.212088,50.921149,69.451429,300
http://irail.be/stations/NMBS/008863115,Jambes,,,,,BE00611,NJ,be,4.876144,50.454843,97.017143,300
http://irail.be/stations/NMBS/008863354,Jambes-Est,,,,,BE00160,MJS,be,4.880261,50.454798,74.371429,300
http://irail.be/stations/NMBS/008871175,Jamioulx,,,,,BE00612,GJ,be,4.411294,50.352896,34.485714,300
http://irail.be/stations/NMBS/008884566,Jemappes,,,,,BE00615,FJM,be,3.885587,50.452577,100.257143,300
http://irail.be/stations/NMBS/008843158,Jemeppe-sur-Meuse,,,,,BE00618,LJP,be,5.497874,50.618446,84.885714,300
http://irail.be/stations/NMBS/008874724,Jemeppe-sur-Sambre,,,,,BE00620,FJS,be,4.662632,50.45095,114.697143,240
http://irail.be/stations/NMBS/008812047,Jette,,,,,BE00621,FJT,be,4.32622,50.880833,156.274286,300
http://irail.be/stations/NMBS/008881166,Jurbeke,Jurbise,,Jurbise,Jurbise,BE00628,FJR,be,3.910694,50.530496,132.32,300
http://irail.be/stations/NMBS/008844321,Juslenville,,,,,BE00629,FJL,be,5.809935,50.544717,31.502857,300
http://irail.be/stations/NMBS/008821444,Kalmthout,,,,,BE00630,FKTH,be,4.46682,51.391177,75.828571,300
http://irail.be/stations/NMBS/008822053,Kapelle-op-den-Bos,,,,,BE00634,FKP,be,4.359121,51.010843,64.782857,300
http://irail.be/stations/NMBS/008821535,Kapellen,,,,,BE00632,LKP,be,4.432661,51.313528,103.354286,300
http://irail.be/stations/NMBS/008200130,Kautebaach,Kautenbach,Kautenbach,Kautenbach,,,,lu,6.020003,49.952777,0.114286,300
http://irail.be/stations/NMBS/008821659,Kessel,,,,,BE00635,LEK,be,4.618459,51.151057,118.171429,300
http://irail.be/stations/NMBS/008832375,Kiewit,,,,,BE00636,GKW,be,5.350226,50.954841,41.851429,300
http://irail.be/stations/NMBS/008821451,Kijkuit,,,,,BE00637,GKT,be,4.467315,51.378664,75.828571,300
http://irail.be/stations/NMBS/008200520,Klengbetten,Kleinbettingen,Kleinbettingen,Kleinbettingen,,,,lu,5.916385,49.646389,74.2,300
http://irail.be/stations/NMBS/008891660,Knokke,,,,,BE00642,FKK,be,3.285188,51.339894,39.451429,300
http://irail.be/stations/NMBS/008892320,Koksijde,Coxyde,,,,BE00643,MX,be,2.65277,51.079197,37.262857,300
http://irail.be/stations/NMBS/008015458,Köln Hbf,Cologne Hbf,Keulen Hbf,,,,,de,6.958823,50.942721,0,
http://irail.be/stations/NMBS/008821311,Kontich-Lint,,,,,BE00644,FKI,be,4.476358,51.134023,244,300
http://irail.be/stations/NMBS/008892403,Kortemark,,,,,BE00647,FTK,be,3.043459,51.025244,37.262857,300
http://irail.be/stations/NMBS/008811254,Kortenberg,,,,,BE00648,FTB,be,4.543301,50.893067,330.102857,300
http://irail.be/stations/NMBS/008896008,Kortrijk,Courtrai,,,,BE00649,LK,be,3.264549,50.824506,264.828571,180
http://irail.be/stations/NMBS/008893567,Kwatrecht,Quatrecht,,,,BE00979,FQT,be,3.829593,50.99175,136.308571,300
http://irail.be/stations/NMBS/008811510,La Hulpe,,Terhulpen,,,BE00672,ML,be,4.49706,50.737958,157.028571,300
http://irail.be/stations/NMBS/008882107,La Louvière-Centre,,La Louvière-Centrum,,,BE00673,LVR,be,4.179858,50.478161,88.817143,300
http://irail.be/stations/NMBS/008882206,La Louvière-Sud,,La Louvière-Zuid,,,BE01744,LVRS,be,4.190609,50.464974,172.388571,300
http://irail.be/stations/NMBS/008872587,La Roche (Brabant),,,,,BE00692,GLR,be,4.539157,50.610338,32.674286,300
http://irail.be/stations/NMBS/008871670,Labuissière,,,,,BE00664,NLB,be,4.186833,50.316328,30.525714,300
http://irail.be/stations/NMBS/008200935,Lamadeleine,,,,,,,lu,5.86133500,49.5533400,50.931429,300
http://irail.be/stations/NMBS/008892056,Landegem,,,,,BE00682,FLM,be,3.576852,51.064311,188.16,300
http://irail.be/stations/NMBS/008871837,Landelies,,,,,BE00683,NL,be,4.350976,50.377311,30.525714,300
http://irail.be/stations/NMBS/008833605,Landen,,,,,BE00684,FLD,be,5.07966,50.747927,141.777143,300
http://irail.be/stations/NMBS/008774177,Landry,,,,,,,fr,6.733522,45.574194,0,
http://irail.be/stations/NMBS/008893054,Landskouter,,,,,BE00685,FLDK,be,3.791146,50.970545,42.108571,300
http://irail.be/stations/NMBS/008833258,Langdorp,,,,,BE00686,LGD,be,4.863541,51.002466,127.114286,300
http://irail.be/stations/NMBS/008874559,Le Campinaire,,,,,BE00700,FRC,be,4.54278700,50.4238300,107.022857,300
http://irail.be/stations/NMBS/008812161,Lebbeke,,,,,BE00747,LEB,be,4.134372,51.005009,88.6,300
http://irail.be/stations/NMBS/008895067,Lede,,,,,BE00701,FLE,be,3.984981,50.970895,71.571429,300
http://irail.be/stations/NMBS/008864816,Leignon,,,,,BE00704,MLG,be,5.107778,50.267768,60.222857,300
http://irail.be/stations/NMBS/008843224,Leman,,,,,BE00705,MAN,be,5.468309,50.600396,84.885714,300
http://irail.be/stations/NMBS/008814332,Lembeek,,,,,BE00706,FLB,be,4.221577,50.715107,160.457143,300
http://irail.be/stations/NMBS/008881190,Lens,,,,,BE00707,FNE,be,3.903224,50.559342,37.091429,300
http://irail.be/stations/NMBS/008832003,Leopoldsburg,Bourg-Léopold,,,,BE00708,LBG,be,5.257287,51.117312,30.571429,300
http://irail.be/stations/NMBS/008775544,Les Arcs - Draguignan,,,,,,,fr,6.4826446,43.4555673,0,
http://irail.be/stations/NMBS/008886504,Lessen,Lessines,Lessen,Lessines,Lessines,BE00710,FLN,be,3.836434,50.712015,46.714286,300
http://irail.be/stations/NMBS/008200100,Lëtzebuerg,Luxembourg,Luxemburg,Luxemburg,,,,lu,6.133331,49.599996,138.182857,300
http://irail.be/stations/NMBS/008200712,Leudelange,,,,,,,lu,6.05930600,49.5871200,51.022857,300
http://irail.be/stations/NMBS/008833001,Leuven,Louvain,,Löwen,,BE00715,FLV,be,4.715866,50.88228,519.171429,300
http://irail.be/stations/NMBS/008886348,Leuze,,,,,BE00719,FLZ,be,3.616872,50.600612,73.331429,300
http://irail.be/stations/NMBS/008882339,Leval,,,,,BE00720,LVL,be,4.211041,50.430797,35.068571,300
http://irail.be/stations/NMBS/008728710,Lezennes,,,,,,,fr,3.116667,50.616666,8.462857,300
http://irail.be/stations/NMBS/008865003,Libramont,,,,,BE00723,LRB,be,5.37927,49.920434,122.388571,240
http://irail.be/stations/NMBS/008892205,Lichtervelde,,,,,BE00724,FLC,be,3.127212,51.025163,110.291429,180
http://irail.be/stations/NMBS/008895836,Liedekerke,,,,,BE00725,LKD,be,4.095287,50.882531,235.588571,300
http://irail.be/stations/NMBS/008841558,Liège-Carré,,Luik-Carre,,,BE00728,FLJ,be,5.561131,50.640299,146.474286,300
http://irail.be/stations/NMBS/008841004,Liège-Guillemins,,Luik-Guillemins,,,BE00726,FL,be,5.566695,50.62455,476.845714,300
http://irail.be/stations/NMBS/008841525,Liège-Saint-Lambert,,Luik-Sint-Lambertus,,,BE00730,FLGP,be,5.570453,50.646349,146.474286,300
http://irail.be/stations/NMBS/008821600,Lier,Lierre,,,,BE00732,FLR,be,4.560614,51.135758,231.794286,300
http://irail.be/stations/NMBS/008895570,Lierde,,,,,BE01085,FRD,be,3.826564,50.816236,42.674286,300
http://irail.be/stations/NMBS/008841673,Liers,,,,,BE00733,LSL,be,5.56683,50.698181,96.337143,300
http://irail.be/stations/NMBS/008872520,Ligny,,,,,BE00736,FGY,be,4.566133,50.511726,32.674286,300
http://irail.be/stations/NMBS/008722326,Lille Europe,,Rijsel-Europa,,,,,fr,3.0756612,50.6391167,0,
http://irail.be/stations/NMBS/008728600,Lille Flandres,,Rijsel-Vlaanderen,,,,,fr,3.066669,50.633333,62.84,300
http://irail.be/stations/NMBS/008814241,Lillois,,,,,BE00738,FOL,be,4.365368,50.645423,164.097143,300
http://irail.be/stations/NMBS/008811635,Limal,,,,,BE00739,GLM,be,4.575302,50.69214,80.285714,300
http://irail.be/stations/NMBS/008032572,Limburg Süd,,,,,,,de,8.06326100,50.3842000,0,
http://irail.be/stations/NMBS/008814142,Linkebeek,,,,,BE00742,LKN,be,4.339434,50.773681,164.097143,300
http://irail.be/stations/NMBS/008891629,Lissewege,,,,,BE00743,FLW,be,3.194505,51.294714,29.314286,300
http://irail.be/stations/NMBS/008871712,Lobbes,,,,,BE00744,NLS,be,4.260958,50.346469,30.525714,300
http://irail.be/stations/NMBS/008872306,Lodelinsart,,,,,BE00747,LDS,be,4.462946,50.432451,32.834286,300
http://irail.be/stations/NMBS/008894201,Lokeren,,,,,BE00748,FLK,be,3.987794,51.108062,188.428571,240
http://irail.be/stations/NMBS/008832565,Lommel,,,,,BE00750,LOL,be,5.312031,51.211564,36.4,300
http://irail.be/stations/NMBS/008822111,Londerzeel,,,,,BE00751,FZL,be,4.299073,51.009091,64.782857,300
http://irail.be/stations/NMBS/007015400,London Saint Pancras International,Londres Saint Pancras,Londen Saint Pancras,,,,,gb,0.12380800,51.5304000,0,
http://irail.be/stations/NMBS/007054650,London Waterloo,Londres-Waterloo,Londen Waterloo,,,,,gb,-0.1132,51.5031,0,
http://irail.be/stations/NMBS/008861416,Lonzée,,,,,BE00754,MLZ,be,4.7201,50.551935,129.188571,300
http://irail.be/stations/NMBS/008714210,Lorraine TGV,,,,,,,fr,6.16972200,48.9475000,0,
http://irail.be/stations/NMBS/008814357,Lot,,,,,BE00759,LOT,be,4.273696,50.766364,224.417143,300
http://irail.be/stations/NMBS/008811676,Louvain-la-Neuve,,,,,BE00762,LNO,be,4.615745,50.669793,86.411429,300
http://irail.be/stations/NMBS/008863156,Lustin,,,,,BE00767,NLT,be,4.877071380615234,50.369000316323856,60.788571,300
http://irail.be/stations/NMBS/008871308,Luttre,,,,,BE00768,FLU,be,4.38412,50.505856,122.611429,300
http://irail.be/stations/NMBS/008772319,Lyon Part Dieu TGV,,,,,,,fr,4.85000000,45.7500000,0,
http://irail.be/stations/NMBS/008772202,Lyon-Perrache TGV,,,,,,,fr,4.825301,45.748360,0,
http://irail.be/stations/NMBS/008776290,Lyon-Saint Exupéry TGV,,,,,,,fr,5.075822,45.720907,0,
http://irail.be/stations/NMBS/008400424,Maastricht,,,,,,,nl,5.70539200,50.8500000,34.685714,300
http://irail.be/stations/NMBS/008400426,Maastricht Randwyck,,,,,,,nl,5.716707,50.838502,34.685714,300
http://irail.be/stations/NMBS/008886041,Maffle,,,,,BE00782,FFA,be,3.800117,50.614356,36.64,300
http://irail.be/stations/NMBS/008822137,Malderen,,,,,BE00781,FMD,be,4.22911,51.014484,64.782857,300
http://irail.be/stations/NMBS/008200516,Mamer,,,,,,,lu,6.02014,49.625663,47.005714,300
http://irail.be/stations/NMBS/008210014,Mamer-Lycée,,,,,,,lu,6.02968,49.618415,46.662857,300
http://irail.be/stations/NMBS/008882701,Manage,,,,,BE00784,FMN,be,4.234683,50.506108,36.394286,180
http://irail.be/stations/NMBS/008866175,Marbehan,,,,,BE00786,LMH,be,5.539755,49.727337,62.874286,300
http://irail.be/stations/NMBS/008864410,Marche-en-Famenne,,,,,BE00788,MCH,be,5.346289,50.222472,30.582857,300
http://irail.be/stations/NMBS/008863461,Marche-les-Dames,,,,,BE00789,NMD,be,4.96458,50.480741,88.885714,300
http://irail.be/stations/NMBS/008883220,Marche-lez-Écaussinnes,,,,,BE00790,FCZ,be,4.177098,50.546173,59.44,300
http://irail.be/stations/NMBS/008871100,Marchienne-au-Pont,,,,,BE00791,FMR,be,4.394223,50.412171,185.525714,300
http://irail.be/stations/NMBS/008871852,Marchienne-Zone,,,,,BE00793,NZ,be,4.388767,50.397465,30.525714,300
http://irail.be/stations/NMBS/008891132,Maria-Aalter,,,,,BE00797,FIA,be,3.38673,51.107612,188.16,300
http://irail.be/stations/NMBS/008875002,Mariembourg,,,,,BE00798,LMG,be,4.525691,50.09549,33.342857,300
http://irail.be/stations/NMBS/008864345,Marloie,,,,,BE00801,MML,be,5.313892,50.202821,112.331429,300
http://irail.be/stations/NMBS/008711184,Marne-la-Vallée - Chessy,,,,,,,fr,2.782184,48.868256,0,
http://irail.be/stations/NMBS/008775100,Marseille-Saint-Charles,,,,,,,fr,5.380752,43.303178,0,
http://irail.be/stations/NMBS/008881174,Masnuy-Saint-Pierre,,,,,BE00805,FYP,be,3.962139,50.536546,86.931429,300
http://irail.be/stations/NMBS/008739370,Massy TGV,,,,,,,fr,2.261254,48.725758,0,
http://irail.be/stations/NMBS/008729500,Maubeuge,,,,,,,fr,3.96656600,50.2728900,17.245714,300
http://irail.be/stations/NMBS/008885530,Maubray,,,,,BE00807,MAU,be,3.495527,50.547557,64.468571,300
http://irail.be/stations/NMBS/008861333,Mazy,,,,,BE00809,FZY,be,4.675829,50.513497,8.88,300
http://irail.be/stations/NMBS/008822004,Mechelen,Malines,,,,BE00810,FM,be,4.482785,51.017648,471.051429,300
http://irail.be/stations/NMBS/008822343,Mechelen-Nekkerspoel,Malines-Nekkerspoel,,,,BE00811,LNK,be,4.489914,51.029883,271.12,300
http://irail.be/stations/NMBS/008811171,Meiser,,,,,BE00812,MEI,be,4.394421,50.854072,156.28,300
http://irail.be/stations/NMBS/008821824,Melkouwen,,,,,BE00814,MWC,be,4.671532,51.094938,95.942857,300
http://irail.be/stations/NMBS/008893039,Melle,,,,,BE00815,FML,be,3.797088,51.002807,202.2,300
http://irail.be/stations/NMBS/008890142,Melle PW,,,,,,,be,3.77939000,51.0139400,0,
http://irail.be/stations/NMBS/008864436,Melreux-Hotton,,,,,BE00818,MLR,be,5.440136,50.28367,30.582857,300
http://irail.be/stations/NMBS/008894755,Melsele,,,,,BE00819,LM,be,4.286766,51.21071,148.411429,300
http://irail.be/stations/NMBS/008896305,Menen,Menin,,,,BE00820,FME,be,3.113791,50.799489,41.622857,300
http://irail.be/stations/NMBS/008812120,Merchtem,,,,,BE00821,FMHT,be,4.222718,50.954958,88.6,300
http://irail.be/stations/NMBS/008893013,Merelbeke,,,,,BE00822,FKR,be,3.768889,51.017531,173.857143,300
http://irail.be/stations/NMBS/008811197,Merode,,,,,BE00826,MER,be,4.398934,50.839284,42.417143,300
http://irail.be/stations/NMBS/008200110,Mersch,,,,,,,lu,6.106111,49.748893,0.114286,300
http://irail.be/stations/NMBS/008842648,Méry,,,,,BE00827,MRY,be,5.587236,50.54762,62.257143,300
http://irail.be/stations/NMBS/008866662,Messancy,,,,,BE01842,MY,be,5.818915,49.592777,13.188571,300
http://irail.be/stations/NMBS/008719203,Metz,,,,,,,fr,6.166663,49.13333,0,
http://irail.be/stations/NMBS/008886058,Mevergnies-Attre,,,,,BE00832,FEV,be,3.833917,50.600108,36.64,300
http://irail.be/stations/NMBS/008200128,Michelau,,,,,,,lu,6.09149000,49.8972900,0.114286,300
http://irail.be/stations/NMBS/008841665,Milmort,,,,,BE00835,LTM,be,5.60009,50.692455,82.777143,300
http://irail.be/stations/NMBS/008814431,Moensberg,,,,,BE00837,MOE,be,4.330733,50.77832,43.851429,300
http://irail.be/stations/NMBS/008832409,Mol,,,,,BE00840,LML,be,5.116336,51.19105,102.708571,180
http://irail.be/stations/NMBS/008812112,Mollem,,,,,BE00841,LHL,be,4.216965,50.933473,88.6,300
http://irail.be/stations/NMBS/008841459,Momalle,,,,,BE00842,MO,be,5.367602,50.66991,63.428571,300
http://irail.be/stations/NMBS/008881000,Mons,,Bergen,,,BE00848,FMS,be,3.942542,50.453854,256.857143,300
http://irail.be/stations/NMBS/008861549,Mont-Saint-Guibert,,,,,BE00855,MM,be,4.613884,50.637611,130.417143,300
http://irail.be/stations/NMBS/008777300,Montpellier,,,,,,,fr,3.880534,43.604947,0,
http://irail.be/stations/NMBS/008777301,Montpellier-Sud-de-France,,,,,,,fr,3.92428293,43.59518401,0,
