URI,name,alternative-fr,alternative-nl,alternative-de,alternative-en,taf-tap-code,telegraph-code,country-code,longitude,latitude,avg_stop_times,official_transfer_time
http://irail.be/stations/NMBS/008893062,Moortsele,,,,,BE00860,FZM,be,3.781339,50.953519,42.108571,300
http://irail.be/stations/NMBS/008882230,Morlanwelz,,,,,BE00862,LMZ,be,4.247367,50.457998,88.097143,300
http://irail.be/stations/NMBS/008821147,Mortsel,,,,,BE00863,GMO,be,4.448437,51.18296,241.674286,300
http://irail.be/stations/NMBS/008821154,Mortsel-Deurnesteenweg,,,,,BE00864,GMOD,be,4.446514,51.183023,187.308571,300
http://irail.be/stations/NMBS/008821246,Mortsel-Liersesteenweg,,,,,BE00877,GMOL,be,4.468843,51.169027,56.691429,300
http://irail.be/stations/NMBS/008821238,Mortsel-Oude God,,,,,BE00866,GMOG,be,4.455737,51.171256,187.308571,300
http://irail.be/stations/NMBS/008885704,Mouscron,,Moeskroen,Mouscron / Moeskroen,Moeskroen / Mouscron,BE00868,FMC,be,3.228448,50.741005,102.485714,300
http://irail.be/stations/NMBS/008889011,Mouscron-Frontiere,,Moeskroen-Grens,,,,,be,3.19608600,50.7217160,44.737143,120
http://irail.be/stations/NMBS/008861150,Moustier,,,,,BE00870,FMT,be,4.693807,50.452748,103.24,300
http://irail.be/stations/NMBS/008811403,Mouterij/Germoir,Germoir,Mouterij,Germoir,Mouterij,BE01973,GMJ,be,4.37866,50.829929,134.834286,300
http://irail.be/stations/NMBS/008774172,Moûtiers-Salins-Brides-les-Bai,,,,,,,fr,6.531454,45.486693,0,
http://irail.be/stations/NMBS/008822426,Muizen,,,,,BE00871,FIZ,be,4.513843,51.008201,87.377143,300
http://irail.be/stations/NMBS/008718206,Mulhouse,,,,,,,fr,7.333336,47.749998,0,
http://irail.be/stations/NMBS/008895232,Munkzwalm,,,,,BE00873,MNK,be,3.733238,50.875673,86.645714,300
http://irail.be/stations/NMBS/008863453,Namêche,,,,,BE00894,NMH,be,4.997939,50.47043,88.885714,300
http://irail.be/stations/NMBS/008863008,Namur,,Namen,,,BE00895,FNR,be,4.86222,50.468794,329,300
http://irail.be/stations/NMBS/008864964,Naninne,,,,,BE00896,MNN,be,4.929756,50.419695,74.371429,300
http://irail.be/stations/NMBS/008748100,Nantes,,,,,,,fr,-1.542356,47.216148,0,
http://irail.be/stations/NMBS/008778110,Narbonne,,,,,,,fr,3.006010,43.190399,0,
http://irail.be/stations/NMBS/008864915,Natoye,,,,,BE00897,MNT,be,5.06116,50.343296,74.371429,300
http://irail.be/stations/NMBS/008832615,Neerpelt,,,,,BE00899,LNP,be,5.43717,51.222369,36.4,300
http://irail.be/stations/NMBS/008833670,Neerwinden,,,,,BE00900,FWI,be,5.036323,50.763964,127.737143,300
http://irail.be/stations/NMBS/008844230,Nessonvaux,,,,,BE00901,FNV,be,5.741581,50.572089,88.64,300
http://irail.be/stations/NMBS/008866258,Neufchâteau,,,,,BE00752,LNG,be,5.452559,49.854318,62.874286,300
http://irail.be/stations/NMBS/008883121,Neufvilles,,,,,BE00902,FFV,be,4.010672,50.543602,86.931429,300
http://irail.be/stations/NMBS/008775605,Nice Ville,,,,,,,fr,7.261928,43.704605,0,
http://irail.be/stations/NMBS/008824240,Niel,,,,,BE00905,LNI,be,4.338589,51.111595,58.314286,300
http://irail.be/stations/NMBS/008894714,Nieuwkerken-Waas,,,,,BE00906,FNU,be,4.185907,51.185612,139.788571,300
http://irail.be/stations/NMBS/008821667,Nijlen,,,,,BE00907,FJE,be,4.666588,51.15984,118.171429,300
http://irail.be/stations/NMBS/008777500,Nîmes,,,,,,,fr,4.365997,43.832602,0,
http://irail.be/stations/NMBS/008881315,Nimy,,,,,BE00908,LNM,be,3.956089,50.471644,87.782857,300
http://irail.be/stations/NMBS/008895760,Ninove,,,,,BE00910,FNN,be,4.026133,50.839509,47.245714,300
http://irail.be/stations/NMBS/008814209,Nivelles,,Nijvel,,,BE00911,FNVT,be,4.335065,50.599641,165.422857,300
http://irail.be/stations/NMBS/008821105,Noorderkempen,,,,Noorderkempen (brecht),BE01839,NDK,be,4.632204,51.356838,57.068571,300
http://irail.be/stations/NMBS/008811247,Nossegem,,,,,BE00916,LEM,be,4.506112,50.883314,330.102857,300
http://irail.be/stations/NMBS/008871332,Obaix-Buzet,,,,,BE00919,FXB,be,4.36357,50.535206,87.542857,300
http://irail.be/stations/NMBS/008881406,Obourg,,,,,BE00920,LRG,be,4.007804,50.469873,87.782857,300
http://irail.be/stations/NMBS/008895778,Okegem,,,,,BE00923,FKO,be,4.054557,50.857712,47.245714,300
http://irail.be/stations/NMBS/008832458,Olen,,,,,BE00924,GOL,be,4.90250000,51.1740300,60.84,300
http://irail.be/stations/NMBS/008891702,Oostende,Ostende,,,,BE00929,FSD,be,2.925809,51.228212,120.194286,300
http://irail.be/stations/NMBS/008891116,Oostkamp,,,,,BE00931,FPO,be,3.257466,51.154114,188.16,300
http://irail.be/stations/NMBS/008812146,Opwijk,,,,,BE00933,FKW,be,4.187319,50.974779,89.12,300
http://irail.be/stations/NMBS/008811601,Ottignies,,,,,BE00936,LT,be,4.56936,50.673667,320.548571,300
http://irail.be/stations/NMBS/008833134,Oud-Heverlee,,,,,BE00941,GVH,be,4.653311,50.835931,54.457143,300
http://irail.be/stations/NMBS/008893518,Oudegem,,,,,BE00938,FDM,be,4.064472,51.01523,64.76,300
http://irail.be/stations/NMBS/008892601,Oudenaarde,Audenarde,,,,BE00939,FDN,be,3.600386,50.850116,151.811429,240
http://irail.be/stations/NMBS/008843174,Ougrée,,,,,BE02011,LGR,be,5.53697200,50.6053960,43.017143,300
http://irail.be/stations/NMBS/008832573,Overpelt,,,,,BE01666,GOV,be,5.422751,51.215618,36.4,300
http://irail.be/stations/NMBS/008865540,Paliseul,,,,,BE00951,MPL,be,5.118349,49.895408,27.64,300
http://irail.be/stations/NMBS/008886561,Papegem,Papignies,Papegem,Papignies,Papignies,BE00952,FAP,be,3.823408,50.686585,37.2,300
http://irail.be/stations/NMBS/008727100,Paris Nord,,Parijs Noord,,,,,fr,2.33333300,48.8666670,0,
http://irail.be/stations/NMBS/008811775,Pécrot,,,,,BE00954,FPC,be,4.651486,50.778517,54.857143,300
http://irail.be/stations/NMBS/008844206,Pepinster,,,,,BE00956,FPS,be,5.80615,50.568179,120.142857,240
http://irail.be/stations/NMBS/008844313,Pepinster-Cité,,,,,BE00957,FPSC,be,5.804397,50.563405,31.502857,300
http://irail.be/stations/NMBS/008778400,Perpignan,,,,,,,fr,2.879397,42.695938,0,
http://irail.be/stations/NMBS/008884855,Péruwelz,,,,,BE00958,FPL,be,3.592772,50.513704,64.468571,300
http://irail.be/stations/NMBS/008200930,Petange,,,,,,,lu,5.87868100,49.5542500,51.022857,300
http://irail.be/stations/NMBS/008200102,Pfaffenthal-Kirchberg,,,,,,,lu,6.13285300,49.6191260,0.114286,300
http://irail.be/stations/NMBS/008873122,Philippeville,,,,,BE00961,GPL,be,4.535956,50.191639,32.697143,300
http://irail.be/stations/NMBS/008871415,Piéton,,,,,BE00962,LPT,be,4.288438,50.434959,88.097143,300
http://irail.be/stations/NMBS/008865227,Poix-Saint-Hubert,,,,,BE00968,MPX,be,5.292641,50.019504,55.102857,300
http://irail.be/stations/NMBS/008728683,Pont de Bois,,,,,,,fr,3.1275,50.624164,31.337143,300
http://irail.be/stations/NMBS/008871365,Pont-à-Celles,,,,,BE00970,FPN,be,4.355291,50.513812,31.165714,300
http://irail.be/stations/NMBS/008843141,Pont-de-Seraing,,,,,BE00971,FPD,be,5.510162,50.619651,84.885714,300
http://irail.be/stations/NMBS/008896735,Poperinge,,,,,BE00973,FPP,be,2.736343,50.854449,41.622857,300
http://irail.be/stations/NMBS/008842689,Poulseur,,,,,BE00974,MPS,be,5.578858,50.509209,62.257143,300
http://irail.be/stations/NMBS/008811544,Profondsart,,,,,BE00975,LPF,be,4.54543500,50.6996530,157.028571,300
http://irail.be/stations/NMBS/008873312,Pry,,,,,BE00976,PRY,be,4.428805,50.269278,34.485714,300
http://irail.be/stations/NMBS/008822715,Puurs,,,,,BE00977,FRP,be,4.282703,51.07722,121.874286,300
http://irail.be/stations/NMBS/008884541,Quaregnon,,,,,BE00979,FQR,be,3.856543,50.449827,100.257143,300
http://irail.be/stations/NMBS/008881505,Quevy,,,,,BE00982,LQV,be,3.909489,50.341534,33.788571,300
http://irail.be/stations/NMBS/008889003,Quevy-frontiere,,,,,,,be,3.90875300,50.3277100,0,
http://irail.be/stations/NMBS/008884335,Quievrain,,,,,BE00984,FQ,be,3.68608,50.410103,32.828571,300
http://irail.be/stations/NMBS/008886587,Rebaix,,,,,BE00989,FXR,be,3.793627,50.661235,37.2,300
http://irail.be/stations/NMBS/008841442,Remicourt,,,,,BE00991,FMU,be,5.321407,50.678611,63.428571,300
http://irail.be/stations/NMBS/008747100,Rennes,,,,,,,fr,-1.672744,48.103517,0,
http://irail.be/stations/NMBS/008861440,Rhisnes,,,,,BE00995,MRN,be,4.801866,50.499348,131.302857,300
http://irail.be/stations/NMBS/008842705,Rivage,,,,,BE00996,MRV,be,5.587631,50.483285,74.24,300
http://irail.be/stations/NMBS/008811536,Rixensart,,,,,BE00997,MRX,be,4.532855,50.711413,157.028571,300
http://irail.be/stations/NMBS/008864006,Rochefort-Jemelle,,,,,BE00617,LJ,be,5.266698,50.160401,89.062857,300
http://irail.be/stations/NMBS/008200940,Rodange,,,,,,,lu,5.845028,49.551283,77.108571,180
http://irail.be/stations/NMBS/008896800,Roeselare,Roulers,,,,BE01005,FRL,be,3.130412,50.949025,69.451429,300
http://irail.be/stations/NMBS/008861119,Ronet,,,,,BE01009,FEO,be,4.82842,50.457737,103.24,300
http://irail.be/stations/NMBS/008892908,Ronse,Renaix,,Renaix / Ronse,Ronse / Renaix,BE01013,FRN,be,3.602552,50.742506,33.851429,300
http://irail.be/stations/NMBS/008400526,Roosendaal,,,,,,,nl,4.45869200,51.5408340,34.062857,300
http://irail.be/stations/NMBS/008400530,Rotterdam CS,,,,,,,nl,4.50000000,51.9166670,31.645714,300
http://irail.be/stations/NMBS/008728673,Roubaix,,,,,,,fr,3.166666,50.699997,29.794286,300
http://irail.be/stations/NMBS/008871217,Roux,,,,,BE01018,FRX,be,4.393199,50.443112,97.428571,300
http://irail.be/stations/NMBS/008814365,Ruisbroek,,,,,BE01021,FRB,be,4.295333,50.79183,224.417143,300
http://irail.be/stations/NMBS/008822848,Ruisbroek-Sauvegarde,,,,,BE01764,FSV,be,4.324998,51.081022,57.48,300
http://irail.be/stations/NMBS/008861432,Saint-Denis-Bovesse,,,,,BE01031,MD,be,4.767788,50.5213,129.188571,300
http://irail.be/stations/NMBS/008884004,Saint-Ghislain,,,,,BE01034,FGH,be,3.820253,50.44286,114.005714,300
http://irail.be/stations/NMBS/008718213,Saint-Louis-Haut-Rhin,,,,,,,fr,7.555316,47.5907,0,
http://irail.be/stations/NMBS/008775752,Saint-Raphaël-Valescure,,,,,,,fr,6.768825,43.423456,0,
http://irail.be/stations/NMBS/008864956,Sart-Bernard,,,,,BE01043,SB,be,4.949739,50.406373,74.371429,300
http://irail.be/stations/NMBS/008721222,Saverne,,,,,,,fr,7.362255,48.744798,0,
http://irail.be/stations/NMBS/008811007,Schaarbeek/Schaerbeek,Schaerbeek,Schaarbeek,,,BE01048,FSR,be,4.378636,50.878513,738.611429,300
http://irail.be/stations/NMBS/008893070,Scheldewindeke,,,,,BE01056,FSK,be,3.777842,50.937069,42.108571,300
http://irail.be/stations/NMBS/008824232,Schelle,,,,,BE01066,FC,be,4.340261,51.12551,58.314286,300
http://irail.be/stations/NMBS/008893542,Schellebelle,,,,,BE01058,FCB,be,3.921373,51.003149,137.108571,120
http://irail.be/stations/NMBS/008895711,Schendelbeke,,,,,BE01059,FED,be,3.899286,50.797844,47.245714,300
http://irail.be/stations/NMBS/008400561,Schiphol,,,,,,,nl,4.75000000,52.3000000,31.485714,300
http://irail.be/stations/NMBS/008893526,Schoonaarde,,,,,BE01060,FAD,be,4.011094,51.003149,64.76,300
http://irail.be/stations/NMBS/008200716,Schouweiler,,,,,,,lu,5.96007600,49.5736400,51.022857,300
http://irail.be/stations/NMBS/008831088,Schulen,,,,,BE01061,GSU,be,5.187405,50.963758,127.114286,300
http://irail.be/stations/NMBS/008863446,Sclaigneaux,,,,,BE01062,NS,be,5.026363,50.492247,88.885714,300
http://irail.be/stations/NMBS/008843133,Sclessin,,,,,BE01063,NSN,be,5.558911,50.609844,84.885714,300
http://irail.be/stations/NMBS/008721405,Selestat,,,,,,,fr,7.449999,48.26667,0,
http://irail.be/stations/NMBS/008843067,Seraing,,,,,BE01067,NSR,be,5.51377700,50.6089000,43.017143,300
http://irail.be/stations/NMBS/008893583,Serskamp,,,,,BE01068,NSK,be,3.959361,50.984397,71.571429,300
http://irail.be/stations/NMBS/008777320,Sète,,,,,,,fr,3.696535,43.412810,0,
http://irail.be/stations/NMBS/008015588,Siegburg,,,,,,,de,7.203029,50.793916,0,
http://irail.be/stations/NMBS/008883436,Silly,,Opzullik,,,BE00121,FIL,be,3.935863,50.662386,66.445714,300
http://irail.be/stations/NMBS/008812013,Simonis,,,,,BE00194,FKRG,be,4.32898,50.863645,30.92,300
http://irail.be/stations/NMBS/008894425,Sinaai,,,,,BE01073,LSW,be,4.06894,51.143398,154.56,300
http://irail.be/stations/NMBS/008812211,Sint-Agatha-Berchem/Berchem-Sainte-Agathe,Berchem-Sainte-Agathe,Sint-Agatha-Berchem,,,BE00243,FBSG,be,4.289895,50.872625,59.097143,300
http://irail.be/stations/NMBS/008892692,Sint-Denijs-Boekel,,,,,BE01076,FNZ,be,3.698395,50.874297,86.645714,300
http://irail.be/stations/NMBS/008814167,Sint-Genesius-Rode,Rhode-Saint-Genèse,,Rhode-St.-Genese/st.-Genesius-Rode,St.-Genesius-Rode/rhode-St.-Genese,BE01079,FGO,be,4.361997,50.74781,164.097143,300
http://irail.be/stations/NMBS/008893443,Sint-Gillis-Dendermonde,Saint-Gilles-lez-Termonde,Sint-Gillis,Sint-Gillis,Sint-Gillis,BE00521,GIL,be,4.117832,51.021693,88.6,300
http://irail.be/stations/NMBS/008814449,Sint-Job,Saint-Job,,Saint-Job / Sint-Job,Sint-Job / Saint-Job,BE01081,GSO,be,4.362761,50.79441,87.177143,300
http://irail.be/stations/NMBS/008833159,Sint-Joris-Weert,,,,,BE01082,GSW,be,4.651728,50.800631,54.937143,300
http://irail.be/stations/NMBS/008822228,Sint-Katelijne-Waver,Wavre-Sainte-Catherine,,,,BE01083,FWA,be,4.496116,51.069975,271.12,300
http://irail.be/stations/NMBS/008821543,Sint-Mariaburg,,,,,BE00968,MRB,be,4.4349,51.291658,75.022857,300
http://irail.be/stations/NMBS/008812245,Sint-Martens-Bodegem,Bodeghem-Saint-Martin,,,,BE01087,FSMB,be,4.205081,50.86716,59.097143,300
http://irail.be/stations/NMBS/008894508,Sint-Niklaas,Saint-Nicolas,,,,BE01088,FSN,be,4.142966,51.171472,213.4,240
http://irail.be/stations/NMBS/008831807,Sint-Truiden,Saint-Trond,,,,BE01090,FST,be,5.176654,50.81762,39.245714,300
http://irail.be/stations/NMBS/008893260,Sleidinge,,,,,BE01091,LSD,be,3.667526,51.126607,32.245714,300
http://irail.be/stations/NMBS/008883113,Soignies,,Zinnik,,,BE01092,FSG,be,4.067519,50.572763,87.422857,240
http://irail.be/stations/NMBS/008871662,Solre-sur-Sambre,,,,,BE01093,NSS,be,4.158427,50.312642,30.525714,300
http://irail.be/stations/NMBS/008844404,Spa,,,,,BE01097,FSS,be,5.855096,50.490305,31.502857,300
http://irail.be/stations/NMBS/008844420,Spa-Géronstère,,,,,BE00459,FSSG,be,5.866207,50.489307,31.502857,300
http://irail.be/stations/NMBS/008843406,Statte,,,,,BE01102,LHY,be,5.219676,50.528276,90.325714,300
http://irail.be/stations/NMBS/008869054,Sterpenich-Frontiere,,,,,,,be,5.90415000,49.6439600,130.382857,120
http://irail.be/stations/NMBS/008862018,Stockem,,,,,BE01107,MKM,be,5.769115,49.690939,62.874286,300
http://irail.be/stations/NMBS/008721202,Strasbourg,,Straatsburg,Straßburg,,,,fr,7.733905,48.585437,0,
http://irail.be/stations/NMBS/008842853,Sy,,,,,BE01113,SY,be,5.523565,50.403254,30.674286,300
http://irail.be/stations/NMBS/008874609,Tamines,,,,,BE01128,FTS,be,4.608823,50.432235,116.491429,300
http://irail.be/stations/NMBS/008894672,Temse,Tamise,,,,BE01128,FTS,be,4.221352,51.126085,41.114286,300
http://irail.be/stations/NMBS/008895448,Terhagen,,,,,BE01130,MTH,be,3.896653,50.901643,110.188571,300
http://irail.be/stations/NMBS/008812252,Ternat,,,,,BE01131,FTN,be,4.16534,50.874522,59.097143,300
http://irail.be/stations/NMBS/008833266,Testelt,,,,,BE01134,GTT,be,4.945829,51.009864,127.114286,300
http://irail.be/stations/NMBS/008844339,Theux,,,,,BE01135,FTX,be,5.815031,50.536159,31.502857,300
http://irail.be/stations/NMBS/008881455,Thieu,,,,,BE01136,LU,be,4.098523,50.46954,87.782857,300
http://irail.be/stations/NMBS/008719100,Thionville,,,,,,,fr,6.166663,49.366663,0,
http://irail.be/stations/NMBS/008871811,Thuin,,,,,BE01139,NTH,be,4.288906,50.342738,30.525714,300
http://irail.be/stations/NMBS/008884350,Thulin,,,,,BE01141,FTU,be,3.744708,50.423335,32.828571,300
http://irail.be/stations/NMBS/008815016,Thurn en Taxis/Tour et Taxis,Tour et Taxis,Thurn en Taxis,Tour et Taxis,Thurn en Taxis,BE01979,GTX,be,4.341090917587279,50.87175167644673,30.92,300
http://irail.be/stations/NMBS/008821964,Tielen,,,,,BE00421,FIT,be,4.893089,51.241021,56.565714,300
http://irail.be/stations/NMBS/008892254,Tielt,,,,,BE01145,FTT,be,3.330341,50.990842,39.485714,300
http://irail.be/stations/NMBS/008833308,Tienen,Tirlemont,,Thienen,,BE01146,FTNN,be,4.92581,50.80802,127.737143,300
http://irail.be/stations/NMBS/008842630,Tilff,,,,,BE01147,MTF,be,5.583937,50.570624,62.257143,300
http://irail.be/stations/NMBS/008872553,Tilly,,,,,BE01149,GTI,be,4.552676,50.558084,32.674286,300
http://irail.be/stations/NMBS/008895638,Tollembeek,,,,,BE01150,LOK,be,3.992828,50.735522,40.04,300
http://irail.be/stations/NMBS/008831310,Tongeren,Tongres,,Tongern,,BE01151,FTG,be,5.47328,50.784405,69.131429,300
http://irail.be/stations/NMBS/008891314,Torhout,,,,,BE01152,FRT,be,3.105871,51.064707,69.714286,300
http://irail.be/stations/NMBS/008775500,Toulon,,,,,,,fr,5.9326648,43.1274781,0,
http://irail.be/stations/NMBS/008728654,Tourcoing,,,,,,,fr,3.15000000,50.7166670,44.748571,300
http://irail.be/stations/NMBS/008885001,Tournai,,Doornik,,,BE01154,FTY,be,3.396942,50.613134,168.737143,300
http://irail.be/stations/NMBS/008845203,Trois-Ponts,,,,,BE01157,FNO,be,5.873578,50.368214,34.6,300
http://irail.be/stations/NMBS/008200136,Troisvierges,,,,,,,lu,6.000281,50.121109,42.017143,180
http://irail.be/stations/NMBS/008844271,Trooz,,,,,BE01159,FRZ,be,5.688346,50.573213,88.64,300
http://irail.be/stations/NMBS/008883808,Tubize,,Tubeke,,,BE01160,FTZ,be,4.205729,50.691708,160.457143,300
http://irail.be/stations/NMBS/008821907,Turnhout,,,,,BE01161,FTR,be,4.937415,51.322032,56.565714,300
http://irail.be/stations/NMBS/008814134,Ukkel-Kalevoet/Uccle-Calevoet,Uccle-Calevoet,Ukkel-Kalevoet,,,BE01167,FTE,be,4.332207,50.791749,121.377143,300
http://irail.be/stations/NMBS/008814126,Ukkel-Stalle/Uccle-Stalle,Uccle-Stalle,Ukkel-Stalle,,,BE01168,FUS,be,4.323901,50.802411,121.377143,300
http://irail.be/stations/NMBS/008400621,Utrecht Centraal,,,,,,,nl,5.109722,52.089167,0,
http://irail.be/stations/NMBS/008776302,Valence TGV,,,,,,,fr,4.90000000,44.9333300,0,
http://irail.be/stations/NMBS/008811270,Veltem,,,,,BE01174,FEM,be,4.633516,50.900519,330.102857,300
http://irail.be/stations/NMBS/008833050,Vertrijk,,,,,BE01176,FVK,be,4.835522,50.836282,127.737143,300
http://irail.be/stations/NMBS/008844008,Verviers-Central,,Verviers-Centraal,,,BE01177,GV,be,5.854917,50.588135,120.131429,240
http://irail.be/stations/NMBS/008844057,Verviers-Palais,,Verviers-Paleis,,,BE01180,GVO,be,5.865335,50.590921,82.542857,300
http://irail.be/stations/NMBS/008892304,Veurne,Furnes,,,,BE01181,FVU,be,2.66994,51.073867,37.262857,300
http://irail.be/stations/NMBS/008895612,Viane-Moerbeke,,,,,BE01182,FKV,be,3.917337,50.751981,40.04,300
http://irail.be/stations/NMBS/008896230,Vichte,,,,,BE01184,FVE,be,3.39163,50.833657,83.971429,300
http://irail.be/stations/NMBS/008845146,Vielsalm,,,,,BE01185,FVI,be,5.909211,50.278933,31.588571,300
http://irail.be/stations/NMBS/008895489,Vijfhuizen,,,,,BE01186,FVH,be,3.98125,50.943254,6.72,300
http://irail.be/stations/NMBS/008884632,Ville-Pommerœul,,,,,BE01187,FPM,be,3.724248,50.464542,64.468571,300
http://irail.be/stations/NMBS/008872579,Villers-la-Ville,,,,,BE01189,LLE,be,4.533349,50.578103,32.674286,300
http://irail.be/stations/NMBS/008811189,Vilvoorde,Vilvorde,,,,BE01192,FVV,be,4.432823,50.924583,289.062857,240
http://irail.be/stations/NMBS/008866407,Virton,,,,,BE01194,MSM,be,5.519125,49.560821,21.005714,300
http://irail.be/stations/NMBS/008846201,Visé,,Wezet,,,BE01195,FVS,be,5.692544,50.73776,48.262857,300
http://irail.be/stations/NMBS/008849064,Vise-Frontiere,,,,,,,be,5.70290300,50.7584130,52.028571,120
http://irail.be/stations/NMBS/008866118,Viville,,,,,BE01198,FVIV,be,5.786527,49.688243,62.874286,300
http://irail.be/stations/NMBS/008841327,Voroux,,,,,BE01202,GVX,be,5.429556,50.66181,63.428571,300
http://irail.be/stations/NMBS/008814118,Vorst-Oost/Forest-Est,Forest-Est,Vorst-Oost,,,BE00414,FOST,be,4.320943,50.810195,121.377143,300
http://irail.be/stations/NMBS/008814373,Vorst-Zuid/Forest-Midi,Forest-Midi,Vorst-Zuid,,,BE00415,FO,be,4.309167,50.809215,220.228571,300
http://irail.be/stations/NMBS/008893815,Waarschoot,,,,,BE01206,LWT,be,3.615353,51.154608,32.245714,300
http://irail.be/stations/NMBS/008873007,Walcourt,,,,,BE01207,LWC,be,4.435879,50.259219,34.965714,300
http://irail.be/stations/NMBS/008896149,Waregem,,,,,BE01212,FVG,be,3.42551,50.892456,82.085714,300
http://irail.be/stations/NMBS/008841400,Waremme,,Borgworm,,,BE01213,FVR,be,5.249475,50.694549,75.462857,300
http://irail.be/stations/NMBS/008814266,Waterloo,,,,,BE01218,FWT,be,4.383481,50.715422,164.097143,300
http://irail.be/stations/NMBS/008811429,Watermaal/Watermael,Watermael,Watermaal,,,BE01219,FW,be,4.399887,50.80917,157.028571,300
http://irail.be/stations/NMBS/008811726,Wavre,,Waver,,,BE01223,GWV,be,4.604778,50.716267,80.32,300
http://irail.be/stations/NMBS/008822251,Weerde,,,,,BE01224,FWE,be,4.470937,50.977449,244.914286,300
http://irail.be/stations/NMBS/008844503,Welkenraedt,,,,,BE01226,GWK,be,5.975381,50.659707,85.542857,180
http://irail.be/stations/NMBS/008895851,Welle,,,,,BE01228,LWE,be,4.05062,50.903279,110.188571,300
http://irail.be/stations/NMBS/008896396,Wervik,,,,,BE01229,LWK,be,3.046983,50.781861,41.622857,300
http://irail.be/stations/NMBS/008822525,Wespelaar-Tildonk,,,,,BE01230,FVP,be,4.638011,50.958544,66.982857,300
http://irail.be/stations/NMBS/008893559,Wetteren,,,,,BE01234,FVT,be,3.881883,51.001603,136.308571,120
http://irail.be/stations/NMBS/008896370,Wevelgem,,,,,BE01235,FWM,be,3.18352,50.811526,41.622857,300
http://irail.be/stations/NMBS/008833233,Wezemaal,,,,,BE01238,LWZ,be,4.747679,50.956261,158.857143,300
http://irail.be/stations/NMBS/008893534,Wichelen,,,,,BE01253,FNW,be,3.969195,51.001962,64.76,300
http://irail.be/stations/NMBS/008101003,Wien Hbf,,,,Vienna Main Station,,,at,16.375864,48.184923,0,
http://irail.be/stations/NMBS/008833175,Wijgmaal,,,,,BE01242,FWG,be,4.701475,50.92274,66.468571,300
http://irail.be/stations/NMBS/008821436,Wildert,,,,,BE01244,GWD,be,4.46335,51.428087,75.828571,300
http://irail.be/stations/NMBS/008822608,Willebroek,,,,,BE01245,FWB,be,4.356019,51.066343,39.262857,300
http://irail.be/stations/NMBS/008200132,Wilwerwiltz,,,,,,,lu,5.999166,49.988887,0.114286,300
http://irail.be/stations/NMBS/008821709,Wolfstee,,,,,BE01232,LWO,be,4.786144,51.168361,118.171429,300
http://irail.be/stations/NMBS/008893211,Wondelgem,,,,,BE01248,FWO,be,3.719071,51.088357,32.245714,300
http://irail.be/stations/NMBS/008847258,Y.renory,,,,,,,be,5.55788000,50.6048560,43.017143,300
http://irail.be/stations/NMBS/008873239,Yves-Gomezée,,,,,BE01254,FYG,be,4.50040400,50.2369800,32.697143,300
http://irail.be/stations/NMBS/008863545,Yvoir,,,,,BE01255,NV,be,4.878643,50.32084,62.051429,300
http://irail.be/stations/NMBS/008895737,Zandbergen,,,,,BE01256,FZB,be,3.957653,50.806986,47.245714,300
http://irail.be/stations/NMBS/008811221,Zaventem,,,,,BE01260,FZA,be,4.469886,50.885723,371.228571,300
http://irail.be/stations/NMBS/008891264,Zedelgem,,,,,BE01261,LZM,be,3.16414,51.127047,69.714286,300
http://irail.be/stations/NMBS/008891553,Zeebrugge-Dorp,,,,,BE01262,LZE,be,3.19517,51.326383,15.36,300
http://irail.be/stations/NMBS/008891173,Zeebrugge-Strand,,,,,BE01723,LZS,be,3.18402800,51.3305030,13.954286,300
http://irail.be/stations/NMBS/008894235,Zele,,,,,BE01265,FZ,be,4.041999,51.073256,42.902857,300
http://irail.be/stations/NMBS/008812062,Zellik,,,,,BE01266,FZI,be,4.274541,50.890028,88.6,300
http://irail.be/stations/NMBS/008833274,Zichem,,,,,BE01270,GZC,be,4.987359,51.00669,127.114286,300
http://irail.be/stations/NMBS/008892635,Zingem,,,,,BE01272,FZG,be,3.646384,50.908025,37.331429,300
http://irail.be/stations/NMBS/008832250,Zolder,,,,,BE01231,MZD,be,5.3299,51.033548,30.571429,300
http://irail.be/stations/NMBS/008832334,Zonhoven,,,,,BE01350,LZH,be,5.348815,50.989557,30.571429,300
http://irail.be/stations/NMBS/008895208,Zottegem,,,,,BE01274,FZT,be,3.81441,50.869102,184.845714,240
http://irail.be/stations/NMBS/008891611,Zwankendamme,,,,,BE01276,ZWA,be,3.191557,51.306409,0,
http://irail.be/stations/NMBS/008894821,Zwijndrecht,,,,,BE01278,LZD,be,4.32978,51.214108,140.131429,300
http://irail.be/stations/NMBS/000000252,Zwijndrecht-Dorp,,,,,,,be,4.32567070,51.2191653,1.588571,120
