URI,name,street,zip,city,ticket_vending_machine,luggage_lockers,free_parking,taxi,bicycle_spots,blue-bike,bus,tram,metro,wheelchair_available,ramp,disabled_parking_spots,elevated_platform,escalator_up,escalator_down,elevator_platform,audio_induction_loop,sales_open_monday,sales_close_monday,sales_open_tuesday,sales_close_tuesday,sales_open_wednesday,sales_close_wednesday,sales_open_thursday,sales_close_thursday,sales_open_friday,sales_close_friday,sales_open_saturday,sales_close_saturday,sales_open_sunday,sales_close_sunday
http://irail.be/stations/NMBS/008774100,Chambéry-Challes-les-Eaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008861317,Chapelle-Dieu,Rue De Mazy,5030,Gembloux,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008864824,Chapois,Grand - Route,CHAP,Is,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008872066,Charleroi-Ouest,Place De L'Ouest,6000,Charleroi,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008872009,Charleroi-Sud,Square Des Martyrs Du 18 AoÛt,6000,Charleroi,1,1,1,1,1,0,1,0,1,1,1,4,1,1,0,0,1,05:45,20:30,05:45,20:30,05:45,20:30,05:45,20:30,05:45,20:30,06:00,20:30,06:00,20:30
http://irail.be/stations/NMBS/008861523,Chastre,Rue G. Delvaux 1,1450,Chastre,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008842051,Chaudfontaine,Esplanade,4050,Chaudfontaine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008863438,Château-de-Seilles,Rue Hendschel,5300,Seilles,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008874005,Châtelet,Place De La Station 1,6200,Chatelet,1,0,1,0,1,0,1,0,0,0,0,4,1,0,0,0,1,06:15,13:30,06:15,13:30,06:15,13:30,06:15,13:30,06:15,13:30,,,,
http://irail.be/stations/NMBS/008842036,Chênée,Rue De La Station,4032,Chenee,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008864501,Ciney,Place E. Vandervelde,5590,Ciney,1,0,1,1,1,0,1,0,0,1,1,6,0,1,0,0,1,06:00,13:15,06:00,13:15,06:00,13:15,06:00,13:15,06:00,13:15,08:00,15:15,08:00,15:15
http://irail.be/stations/NMBS/008200134,Clervaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008718201,Colmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008842838,Comblain-la-Tour,Place De La Gare 1,4180,Comblain La Tour,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008896412,Comines,Rue Du Chemin De Fer,7780,Komen,1,0,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008845229,Coo,Avenue Pierre Clerdent 18,4970,Stavelot,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008874054,Couillet,Rue De La Gare,6010,Couillet,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008873379,Cour-sur-Heure,Rue De La Station,6120,Ham-Sur-Heure-Nalinnes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008871225,Courcelles-Motte,Rue Churchill 390,6180,Courcelles,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008864949,Courrière,Rue Du Fays,5336,CourriÈre,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008811825,Court-Saint-Étienne,Rue Emile Henricot 1,1490,Court-Saint-Etienne,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008875127,Couvin,Route Charlemagne 5,5660,Couvin,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008728671,Croix Wasquehal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008728105,Croix l'Allumette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008863362,Dave-Saint-Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008814175,De Hoek,Gehuchtstraat,1640,Sint-Genesius-Rode,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008892338,De Panne,Stationsplein 9,8660,De Panne,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,11:15,18:30,11:15,18:30,11:15,18:30,11:15,18:30,11:15,18:30,11:15,18:30,11:15,18:30
http://irail.be/stations/NMBS/008892080,De Pinte,Stationsstraat 25,9840,De Pinte,1,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,1,06:00,13:15,06:00,13:15,06:00,13:15,06:00,13:15,06:00,13:15,,,,
http://irail.be/stations/NMBS/008892106,Deinze,Statieplein 4,9800,Deinze,1,0,1,0,1,1,1,0,0,1,1,2,0,1,0,1,1,06:15,13:30,06:15,13:30,06:15,13:30,06:15,13:30,06:15,13:30,07:00,14:15,,
http://irail.be/stations/NMBS/008811205,Delta,Brug Van De Invalidenlaan,1160,Brussel,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008400280,Den Haag HS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008895802,Denderleeuw,Stationsplein,9470,Denderleeuw,1,0,1,0,1,0,1,0,0,1,1,2,0,1,0,0,1,05:45,20:00,05:45,20:00,05:45,20:00,05:45,20:00,05:45,20:00,06:00,20:00,06:00,20:00
http://irail.be/stations/NMBS/008893401,Dendermonde,Statieplein,9200,Dendermonde,1,0,1,0,1,1,1,0,0,1,1,8,1,0,0,0,1,05:45,20:00,05:45,20:00,05:45,20:00,05:45,20:00,05:45,20:00,06:00,20:00,06:00,20:00
http://irail.be/stations/NMBS/008811213,Diegem,Stationsstraat Zn,1831,Diegem,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008831112,Diepenbeek,Stationsstraat,3590,Diepenbeek,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008814464,Diesdelle/Vivier d'Oie,Rue Laterale,1180,Uccle,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008831401,Diest,Stationsplein 1,3290,Diest,1,0,1,0,1,1,1,0,0,1,1,3,0,0,0,0,1,06:15,13:30,06:15,13:30,06:15,13:30,06:15,13:30,06:15,13:30,07:00,14:15,07:00,14:15
http://irail.be/stations/NMBS/008892452,Diksmuide,Bortierlaan,8600,Diksmuide,1,0,1,0,1,0,1,0,0,0,1,3,0,0,0,0,1,06:00,13:15,06:00,13:15,06:00,13:15,06:00,13:15,06:00,13:15,,,,
http://irail.be/stations/NMBS/008812237,Dilbeek,Stationsstraat,1700,Dilbeek,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008863503,Dinant,Avenue Franchet d'Esperey 1,5500,Dinant,1,0,1,1,1,0,1,0,0,1,1,3,0,0,0,1,1,05:45,13:00,05:45,13:00,05:45,13:00,05:45,13:00,05:45,13:00,08:00,15:15,,
http://irail.be/stations/NMBS/008844545,Dolhain-Gileppe,Thier De Villers,4831,Bilstain,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008200101,Dommeldange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008400180,Dordrecht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008010053,Dortmund Hbf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008200133,Drauffelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008892031,Drongen,Drongenstationstraat 69,9031,Gent,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008015653,Duesseldorf Flughafen (DE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008008094,Duesseldorf Hbf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008822210,Duffel,Stationsstraat 40 B,2570,Duffel,1,0,1,0,1,0,1,0,0,0,0,2,1,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008891652,Duinbergen,Duinbergenlaan,8301,Duinbergen,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008010316,Duisburg Hbf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008039904,Düsseldorf Flughafen Hbf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/007015440,Ebbsfleet International,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008895877,Ede,Huytstraat 6,9450,Haaltert,1,0,1,0,1,0,1,0,0,0,0,2,1,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008893708,Eeklo,Koningin Astridplein 1,9900,Eeklo,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,06:00,13:15,06:00,13:15,06:00,13:15,06:00,13:15,06:00,13:15,,,,
http://irail.be/stations/NMBS/008895752,Eichem,Rietstraat,9400,Ninove,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008400219,Eijsden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008892627,Eine,Misweg,9700,Eine,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008892650,Eke-Nazareth,Stationsstraat,9810,Eke - Nazareth,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008821071,Ekeren,Statiestraat,2180,Antwerpen (ekeren),0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008883311,Enghien,Rue De La Station,7850,Enghien,1,0,1,0,1,0,1,0,0,0,1,5,0,0,0,0,1,05:45,20:00,05:45,20:00,05:45,20:00,05:45,20:00,05:45,20:00,06:45,14:00,06:45,14:00
http://irail.be/stations/NMBS/008843240,Engis,Place Des Déportés Et Réfractaires 42,4480,Engis,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008822269,Eppegem,Brusselsesteenweg,1980,Eppegem,1,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008881158,Erbisœul,Chemin Du Prince,7050,Erbisoeul,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008895091,Erembodegem,C. Walgraefplein,9320,Erembodegem,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008861515,Ernage,Rue De La 1Ère Division Marocaine,5030,Gembloux,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008895471,Erpe-Mere,Oudenaardsesteenweg,9420,Erpe-Mere,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008811262,Erps-Kwerps,Kouterstraat Zn,3071,Erps-Kwerps,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008871605,Erquelinnes,Rue Albert I 233,6560,Erquelinnes,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008879004,Erquelinnes-Frontière,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008871647,Erquelinnes-Village,Rue Du 11 Novembre - Rue De La Sambre,6560,Erquelinnes,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008842663,Esneux,Avenue De La Station 64,4130,Esneux,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008821402,Essen,Spoorwegstraat 2,2910,Essen,1,0,1,0,1,0,1,0,0,0,1,3,1,0,0,0,1,06:15,13:30,06:15,13:30,06:15,13:30,06:15,13:30,06:15,13:30,07:15,14:30,07:15,14:30
http://irail.be/stations/NMBS/008010184,Essen Hbf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008829009,Essen-Grens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008812260,Essene-Lombeek,Sluisvijverstraat,1742,Ternat,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008200120,Ettelbréck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008811411,Etterbeek,Generaal Jacqueslaan 263f,1050,Elsene,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,06:15,20:15,06:15,20:15,06:15,20:15,06:15,20:15,06:15,20:15,,,,
http://irail.be/stations/NMBS/008844628,Eupen,Bahnhofstrasse 2,4700,Eupen,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,07:00,14:15,07:00,14:15,07:00,14:15,07:00,14:15,07:00,14:15,07:00,14:15,07:00,14:15
http://irail.be/stations/NMBS/008811106,Evere,Kurth Godefroidstraat,1140,Brussel,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008893252,Evergem,Stationsplein,9940,Evergem,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008833449,Ezemaal,Kraanbeekstraat Zn.,3400,Ezemaal,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008883238,Familleureux,Place De La Station,7181,Familleureux,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008874567,Farciennes,Rue Joseph Bolle / Rue De La Station,6240,Farciennes,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008872611,Faux,Rue Basse,1490,Court-Saint-Etienne,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008841467,Fexhe-le-Haut-Clocher,Rue De La Station 105,4347,Fexhe-Le-Haut-Clocher,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008861127,Flawinne,Rue F. Marchand,5020,Flawinne,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008843166,Flemalle-Grande,Rue De Flémalle,4400,Flemalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008843208,Flemalle-Haute,Place De La Gare 2,4400,Flemalle,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008872413,Fleurus,Avenue De La Gare,6220,Fleurus,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008861135,Floreffe,Rue Celestin Hastir 105,5150,Floreffe,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008866845,Florenville,,,,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008811767,Florival,Rue De Florival,1390,Grez Doiceau,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008864923,Florée,Rue Des Grands Champs,5334,Florée,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008871688,Fontaine-Valmont,Rue De L'Eglise  //  Rue Albert 1°,6560,Erquelinnes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008871514,Forchies,Rue Des Prisonniers De Guerre,6141,Forchies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008864311,Forrières,Rue De France,6953,Forrieres (nassogne),1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008844255,Fraipont,Rue Du Village,4870,Trooz,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008881570,Frameries,Rue De La Station 1,7080,Frameries,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008844347,Franchimont,Rue Des Champs,4910,Theux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008861143,Franière,Place De La Gare 3,5150,Franiere,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008061676,Frankfurt am Main Flughafen Fernbf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008011090,Frankfurt am Main Flughafen Reginalbf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008011068,Frankfurt am Main Hbf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008885068,Froyennes,Rue De La Gare,7503,Froyennes,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008895620,Galmaarden,Stationsstraat 67,1570,Galmaarden,1,0,1,0,1,0,0,0,0,0,0,3,1,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008811742,Gastuche,Place J. Hallaux,1390,Grez Doiceau,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008892643,Gavere-Asper,P. Heysestraat 1,9890,Gavere,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008865649,Gedinne,Gedinne Station,5575,Gedinne,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008832433,Geel,Stationsplein 43,2440,Geel,1,0,1,1,1,1,1,0,0,0,1,2,0,0,0,0,1,05:45,13:00,05:45,13:00,05:45,13:00,05:45,13:00,05:45,13:00,07:45,15:00,07:45,15:00
http://irail.be/stations/NMBS/008861200,Gembloux,Avenue De La Station,5030,Gembloux,1,0,1,1,1,0,1,0,0,0,1,10,1,0,0,0,1,05:45,20:00,05:45,20:00,05:45,20:00,05:45,20:00,05:45,20:00,06:15,20:00,06:15,20:00
http://irail.be/stations/NMBS/008863834,Gendron-Celles,Gare De Gendron-Celles,5561,Gendron-Celles,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008831765,Genk,Europalaan 39,3600,Genk,1,0,1,1,1,1,1,0,0,0,1,3,0,1,0,1,1,06:00,13:15,06:00,13:15,06:00,13:15,06:00,13:15,06:00,13:15,06:45,14:00,,
http://irail.be/stations/NMBS/008881562,Genly,Route De Bavay,7040,Genly,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008893120,Gent-Dampoort,Oktrooiplein 10,9000,Gent,1,1,1,1,1,1,1,0,0,0,1,4,0,1,0,1,1,05:45,20:00,05:45,20:00,05:45,20:00,05:45,20:00,05:45,20:00,06:00,20:00,06:00,20:00
http://irail.be/stations/NMBS/008892007,Gent-Sint-Pieters,Koningin Maria Hendrikaplein 1,9000,Gent,1,1,1,1,1,1,1,1,0,1,1,3,1,1,0,1,1,05:45,21:30,05:45,21:30,05:45,21:30,05:45,21:30,05:45,21:30,06:00,21:30,06:00,21:30
http://irail.be/stations/NMBS/008893179,Gentbrugge,Rinskopflaan 55,9050,Gentbrugge,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008811528,Genval,Rue De La Station,1332,Genval,1,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,1,06:15,13:30,06:15,13:30,06:15,13:30,06:15,13:30,06:15,13:30,,,,
http://irail.be/stations/NMBS/008895505,Geraardsbergen,Stationsplein,9500,Geraardsbergen,1,0,1,0,1,1,1,0,0,0,1,2,1,0,0,0,1,06:15,13:30,06:15,13:30,06:15,13:30,06:15,13:30,06:15,13:30,07:00,14:15,07:00,14:15
http://irail.be/stations/NMBS/008881125,Ghlin,Rue d'Herchies,7011,Ghlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008841731,Glons,Rue De La Station,4690,Bassenge (glons),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008871381,Godarville,Place De Gaulle,7160,Godarville,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008863560,Godinne,Rue Grande 7,5530,Godinne,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008200129,Goebelsmühle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008893047,Gontrode,Geraardsbergsesteenweg,9090,Gontrode - Melle,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008845005,Gouvy,Rue De La Gare 31,6670,Gouvy,1,0,1,0,1,0,1,0,0,0,1,3,0,0,0,0,1,15:15,18:45,15:15,18:45,15:15,18:45,15:15,18:45,15:15,18:45,,,,
http://irail.be/stations/NMBS/008849072,Gouvy-Frontiere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008871373,Gouy-lez-Pieton,Rue De La Station,6181,Gouy-Lez-Pieton,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008865615,Graide,Rue De La Gare 1,5555,Graide,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008811445,Groenendaal,Groenendaalsesteenweg,1560,Hoeilaart,1,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008812229,Groot-Bijgaarden,Brusselstraat,1702,Groot-Bijgaarden - Dilbeek,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008864337,Grupont,Rue Elisabeth,6927,Grupont,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008822517,Haacht,Provinciesteenweg 22,3150,Haacht,1,0,1,0,1,0,1,0,0,0,1,2,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008895869,Haaltert,Stationsstraat,9450,Haaltert,1,0,1,0,1,0,1,0,0,0,0,2,1,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008866142,Habay,Rue Du Vivier,6720,Habay,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008884327,Hainin,Rue De La Station,7350,Hainin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008866530,Halanzy,Place De La Gare 1,6792,Halanzy,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008814308,Halle,Van Den Peereboomstraat,1500,Halle,1,0,1,0,1,1,1,0,0,1,1,2,0,1,0,1,1,06:15,20:00,06:15,20:00,06:15,20:00,06:15,20:00,06:15,20:00,08:15,15:30,10:15,17:30
http://irail.be/stations/NMBS/008873387,Ham-sur-Heure,Chemin d'Hameau,6120,Ham-Sur-Heure-Nalinnes,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008861168,Ham-sur-Sambre,Rue De La Gare,5190,Ham Sur Sambre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008822533,Hambos,Kapelleweg Zn.,3150,Tildonk-Hambos,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008842846,Hamoir,Rue De La Station 16,4180,Hamoir,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008832664,Hamont,Stationsplein,3930,Hamont,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://irail.be/stations/NMBS/008891165,Hansbeke,Hansbekedorp,9850,Nevele,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,
