URI,name,nmbs_short_name,average_weekday_embarkments,average_saturday_embarkments,average_sunday_embarkments
http://irail.be/stations/NMBS/008886074,Cambron-Casteau,CAMBRON-CASTEAU,271,405,452
http://irail.be/stations/NMBS/008865565,Carlsbourg,CARLSBOURG,52,24,61
http://irail.be/stations/NMBS/008882248,Carnieres,CARNIERES,159,67,41
http://irail.be/stations/NMBS/008811817,Ceroux-Mousty,CEROUX-MOUSTY,267,46,34
http://irail.be/stations/NMBS/008861317,Chapelle-Dieu,CHAPELLE-DIEU,91,,
http://irail.be/stations/NMBS/008864824,Chapois,CHAPOIS,35,12,7
http://irail.be/stations/NMBS/008872009,Charleroi-Central,CHARLEROI-CENTRAL,11.030,4.840,4.072
http://irail.be/stations/NMBS/008872066,Charleroi-Ouest,CHARLEROI-OUEST,153,21,49
http://irail.be/stations/NMBS/008861523,Chastre,CHASTRE,316,114,65
http://irail.be/stations/NMBS/008863438,Château-de-Seilles,CHATEAU-DE-SEILLES,197,9,14
http://irail.be/stations/NMBS/008863438,Château-de-Seilles,CHATELET,674,404,247
http://irail.be/stations/NMBS/008842051,Chaudfontaine,CHAUDFONTAINE,88,33,21
http://irail.be/stations/NMBS/008842036,Chênée,CHENEE,102,39,34
http://irail.be/stations/NMBS/008864501,Ciney,CINEY,2.137,969,1.048
http://irail.be/stations/NMBS/008842838,Comblain-la-Tour,COMBLAIN-LA-TOUR,215,33,64
http://irail.be/stations/NMBS/008896412,Comines,COMINES/KOMEN,637,197,235
http://irail.be/stations/NMBS/008845229,Coo,COO,147,97,155
http://irail.be/stations/NMBS/008874054,Couillet,COUILLET,187,,
http://irail.be/stations/NMBS/008873379,Cour-sur-Heure,COUR-SUR-HEURE,52,10,14
http://irail.be/stations/NMBS/008871225,Courcelles-Motte,COURCELLES-MOTTE,285,59,53
http://irail.be/stations/NMBS/008864949,Courrière,COURRIERE,291,78,95
http://irail.be/stations/NMBS/008811825,Court-Saint-Étienne,COURT-SAINT-ETIENNE,506,67,65
http://irail.be/stations/NMBS/008875127,Couvin,COUVIN,267,101,158
http://irail.be/stations/NMBS/008863362,Dave-Saint-Martin,DAVE-SAINT-MARTIN,102,59,30
http://irail.be/stations/NMBS/008814175,De Hoek,DE HOEK,214,235,79
http://irail.be/stations/NMBS/008892338,De Panne,DE PANNE,566,674,887
http://irail.be/stations/NMBS/008892080,De Pinte,DE PINTE,1.685,473,473
http://irail.be/stations/NMBS/008892106,Deinze,DEINZE,2.006,1.088,1.106
http://irail.be/stations/NMBS/008811205,Delta,DELTA,330,,
http://irail.be/stations/NMBS/008895802,Denderleeuw,DENDERLEEUW,9.766,3.533,3.117
http://irail.be/stations/NMBS/008893401,Dendermonde,DENDERMONDE,4.873,1.353,1.371
http://irail.be/stations/NMBS/008811213,Diegem,DIEGEM,1.514,856,483
http://irail.be/stations/NMBS/008831112,Diepenbeek,DIEPENBEEK,509,105,137
http://irail.be/stations/NMBS/008831401,Diest,DIEST,2.995,678,682
http://irail.be/stations/NMBS/008892452,Diksmuide,DIKSMUIDE,686,257,466
http://irail.be/stations/NMBS/008812237,Dilbeek,DILBEEK,772,224,219
http://irail.be/stations/NMBS/008863503,Dinant,DINANT,1.286,768,823
http://irail.be/stations/NMBS/008844545,Dolhain-Gileppe,DOLHAIN-GILEPPE,103,33,30
http://irail.be/stations/NMBS/008892031,Drongen,DRONGEN,405,75,78
http://irail.be/stations/NMBS/008822210,Duffel,DUFFEL,829,583,427
http://irail.be/stations/NMBS/008891652,Duinbergen,DUINBERGEN,167,244,154
http://irail.be/stations/NMBS/007015440,Ebbsfleet International,ECAUSSINNES,726,386,277
http://irail.be/stations/NMBS/008895877,Ede,EDE,576,66,65
http://irail.be/stations/NMBS/008893708,Eeklo,EEKLO,881,378,398
http://irail.be/stations/NMBS/008895752,Eichem,EICHEM,187,56,48
http://irail.be/stations/NMBS/008892627,Eine,EINE,310,129,68
http://irail.be/stations/NMBS/008892650,Eke-Nazareth,EKE-NAZARETH,395,83,87
http://irail.be/stations/NMBS/008821071,Ekeren,EKEREN,985,221,235
http://irail.be/stations/NMBS/008883311,Enghien,ENGHIEN/EDINGEN,3.561,1.233,1.112
http://irail.be/stations/NMBS/008843240,Engis,ENGIS,252,59,48
http://irail.be/stations/NMBS/008822269,Eppegem,EPPEGEM,978,326,242
http://irail.be/stations/NMBS/008881158,Erbisœul,ERBISOEUL,139,88,73
http://irail.be/stations/NMBS/008895091,Erembodegem,EREMBODEGEM,1.165,423,375
http://irail.be/stations/NMBS/008861515,Ernage,ERNAGE,109,42,44
http://irail.be/stations/NMBS/008895471,Erpe-Mere,ERPE-MERE,48,,
http://irail.be/stations/NMBS/008811262,Erps-Kwerps,ERPS-KWERPS,339,116,89
http://irail.be/stations/NMBS/008871605,Erquelinnes,ERQUELINNES,161,43,39
http://irail.be/stations/NMBS/008871647,Erquelinnes-Village,ERQUELINNES-VILLAGE,59,17,15
http://irail.be/stations/NMBS/008842663,Esneux,ESNEUX,463,140,181
http://irail.be/stations/NMBS/008821402,Essen,ESSEN,1.161,405,355
http://irail.be/stations/NMBS/008812260,Essene-Lombeek,ESSENE-LOMBEEK,482,131,121
http://irail.be/stations/NMBS/008811411,Etterbeek,ETTERBEEK,6.658,894,698
http://irail.be/stations/NMBS/008844628,Eupen,EUPEN,554,292,259
http://irail.be/stations/NMBS/008811106,Evere,EVERE,482,81,87
http://irail.be/stations/NMBS/008893252,Evergem,EVERGEM,342,60,54
http://irail.be/stations/NMBS/008833449,Ezemaal,EZEMAAL,247,80,72
http://irail.be/stations/NMBS/008883238,Familleureux,FAMILLEUREUX,100,,
http://irail.be/stations/NMBS/008874567,Farciennes,FARCIENNES,251,66,63
http://irail.be/stations/NMBS/008872611,Faux,FAUX,150,33,30
http://irail.be/stations/NMBS/008841467,Fexhe-le-Haut-Clocher,FEXHE-LE-HT-CLOCHER,180,41,32
http://irail.be/stations/NMBS/008861127,Flawinne,FLAWINNE,130,48,50
http://irail.be/stations/NMBS/008843166,Flemalle-Grande,FLEMALLE-GRANDE,129,30,42
http://irail.be/stations/NMBS/008843208,Flemalle-Haute,FLEMALLE-HAUTE,1.687,403,260
http://irail.be/stations/NMBS/008872413,Fleurus,FLEURUS,466,212,204
http://irail.be/stations/NMBS/008861135,Floreffe,FLOREFFE,269,77,93
http://irail.be/stations/NMBS/008866845,Florenville,FLORENVILLE,158,30,60
http://irail.be/stations/NMBS/008811767,Florival,FLORIVAL,102,36,41
http://irail.be/stations/NMBS/008871688,Fontaine-Valmont,FONTAINE-VALMONT,83,31,27
http://irail.be/stations/NMBS/008871514,Forchies,FORCHIES,152,57,54
http://irail.be/stations/NMBS/008814118,Vorst-Oost/Forest-Est,FOREST-EST/VORST-OOST,951,309,91
http://irail.be/stations/NMBS/008814373,Vorst-Zuid/Forest-Midi,FOREST-MIDI/VORST-ZUID,568,366,168
http://irail.be/stations/NMBS/008864311,Forrières,FORRIERES,35,17,16
http://irail.be/stations/NMBS/008844255,Fraipont,FRAIPONT,101,35,29
http://irail.be/stations/NMBS/008881570,Frameries,FRAMERIES,273,161,139
http://irail.be/stations/NMBS/008844347,Franchimont,FRANCHIMONT,154,30,29
http://irail.be/stations/NMBS/008861143,Franière,FRANIERE,204,42,42
http://irail.be/stations/NMBS/008885068,Froyennes,FROYENNES,850,84,54
http://irail.be/stations/NMBS/008895620,Galmaarden,GALMAARDEN,516,172,141
http://irail.be/stations/NMBS/008811742,Gastuche,GASTUCHE,206,67,75
http://irail.be/stations/NMBS/008892643,Gavere-Asper,GAVERE-ASPER,486,130,88
http://irail.be/stations/NMBS/008865649,Gedinne,GEDINNE,197,53,123
http://irail.be/stations/NMBS/008832433,Geel,GEEL,1.484,482,451
http://irail.be/stations/NMBS/008861200,Gembloux,GEMBLOUX,5.247,2.164,1.920
http://irail.be/stations/NMBS/008863834,Gendron-Celles,GENDRON-CELLES,48,98,138
http://irail.be/stations/NMBS/008831765,Genk,GENK,1.350,953,1.163
http://irail.be/stations/NMBS/008881562,Genly,GENLY,114,42,32
http://irail.be/stations/NMBS/008893120,Gent-Dampoort,GENT-DAMPOORT,4.960,2.969,2.812
http://irail.be/stations/NMBS/008892007,Gent-Sint-Pieters,GENT-SINT-PIETERS,48.441,25.578,23.452
http://irail.be/stations/NMBS/008893179,Gentbrugge,GENTBRUGGE,313,209,165
http://irail.be/stations/NMBS/008811528,Genval,GENVAL,1.402,434,353
http://irail.be/stations/NMBS/008895505,Geraardsbergen,GERAARDSBERGEN,2.928,1.110,1.016
http://irail.be/stations/NMBS/008811403,Mouterij/Germoir,GERMOIR/MOUTERIJ,187,82,100
http://irail.be/stations/NMBS/008881125,Ghlin,GHLIN,80,,
http://irail.be/stations/NMBS/008841731,Glons,GLONS,174,87,71
http://irail.be/stations/NMBS/008871381,Godarville,GODARVILLE,112,31,26
http://irail.be/stations/NMBS/008863560,Godinne,GODINNE,495,201,215
http://irail.be/stations/NMBS/008893047,Gontrode,GONTRODE,105,48,37
http://irail.be/stations/NMBS/008845005,Gouvy,GOUVY,266,92,149
http://irail.be/stations/NMBS/008871373,Gouy-lez-Pieton,GOUY-LEZ-PIETON,107,50,21
http://irail.be/stations/NMBS/008865615,Graide,GRAIDE,82,33,51
http://irail.be/stations/NMBS/008811445,Groenendaal,GROENENDAAL,652,264,258
http://irail.be/stations/NMBS/008812229,Groot-Bijgaarden,GROOT-BIJGAARDEN,561,171,153
http://irail.be/stations/NMBS/008864337,Grupont,GRUPONT,68,41,30
http://irail.be/stations/NMBS/008822517,Haacht,HAACHT,636,213,233
http://irail.be/stations/NMBS/008895869,Haaltert,HAALTERT,727,142,129
http://irail.be/stations/NMBS/008866142,Habay,HABAY,125,29,39
http://irail.be/stations/NMBS/008884327,Hainin,HAININ,69,34,32
http://irail.be/stations/NMBS/008866530,Halanzy,HALANZY,104,21,22
http://irail.be/stations/NMBS/008814308,Halle,HALLE,7.592,3.078,2.624
http://irail.be/stations/NMBS/008873387,Ham-sur-Heure,HAM-SUR-HEURE,99,19,27
http://irail.be/stations/NMBS/008822533,Hambos,HAMBOS,37,,
http://irail.be/stations/NMBS/008842846,Hamoir,HAMOIR,265,64,78
http://irail.be/stations/NMBS/008832664,Hamont,HAMONT,128,106,178
http://irail.be/stations/NMBS/008891165,Hansbeke,HANSBEKE,336,113,92
http://irail.be/stations/NMBS/008884640,Harchies,HARCHIES,22,,
http://irail.be/stations/NMBS/008896115,Harelbeke,HARELBEKE,1.057,435,499
http://irail.be/stations/NMBS/008811155,Haren,HAREN,81,66,62
http://irail.be/stations/NMBS/008811130,Haren-Sud/Haren-Zuid,HAREN-ZUID/SUD,980,591,340
http://irail.be/stations/NMBS/008831005,Hasselt,HASSELT,7.396,4.738,4.955
http://irail.be/stations/NMBS/008843349,Haute-Flône,HAUTE-FLONE,139,32,23
http://irail.be/stations/NMBS/008864832,Haversin,HAVERSIN,96,23,24
http://irail.be/stations/NMBS/008881430,Havre,HAVRE,97,30,32
http://irail.be/stations/NMBS/008821519,Heide,HEIDE,996,246,265
http://irail.be/stations/NMBS/008891645,Heist,HEIST,387,336,305
http://irail.be/stations/NMBS/008821832,Heist-op-den-Berg,HEIST-OP-DEN-BERG,1.805,1.027,841
http://irail.be/stations/NMBS/008812153,Heizijde,HEIZIJDE,537,91,107
http://irail.be/stations/NMBS/008824224,Hemiksem,HEMIKSEM,344,156,136
,http://irail.be/stations/NMBS/008883022,HENNUYERES,504,243,127
http://irail.be/stations/NMBS/008811288,Herent,HERENT,591,255,135
http://irail.be/stations/NMBS/008821717,Herentals,HERENTALS,2.789,2.154,2.131
http://irail.be/stations/NMBS/008844644,Hergenrath,HERGENRATH,36,37,26
http://irail.be/stations/NMBS/008895646,Herne,HERNE,526,147,122
http://irail.be/stations/NMBS/008885753,Herseaux,HERSEAUX,550,181,225
http://irail.be/stations/NMBS/008841608,Herstal,HERSTAL,739,382,282
http://irail.be/stations/NMBS/008895430,Herzele,HERZELE,473,94,94
http://irail.be/stations/NMBS/008832243,Heusden,HEUSDEN,104,50,52
http://irail.be/stations/NMBS/008822459,Hever,HEVER,128,114,90
http://irail.be/stations/NMBS/008833126,Heverlee,HEVERLEE,775,273,246
http://irail.be/stations/NMBS/008895422,Hillegem,HILLEGEM,168,35,34
http://irail.be/stations/NMBS/008824158,Hoboken-Polder,HOBOKEN-POLDER,387,155,128
http://irail.be/stations/NMBS/008811460,Hoeilaart,HOEILAART,299,172,112
http://irail.be/stations/NMBS/008822277,Hofstade,HOFSTADE,114,,
http://irail.be/stations/NMBS/008814159,Holleken,HOLLEKEN,191,278,69
http://irail.be/stations/NMBS/008842655,Hony,HONY,103,27,37
http://irail.be/stations/NMBS/008886553,Houraing,HOURAING,176,84,54
http://irail.be/stations/NMBS/008871829,Hourpes,HOURPES,15,,
http://irail.be/stations/NMBS/008863842,Houyet,HOUYET,114,42,53
http://irail.be/stations/NMBS/008821337,Hove,HOVE,540,402,311
http://irail.be/stations/NMBS/008814415,Huizingen,HUIZINGEN,273,62,54
http://irail.be/stations/NMBS/008843307,Huy,HUY,2.182,695,613
http://irail.be/stations/NMBS/008895844,Iddergem,IDDERGEM,298,63,67
http://irail.be/stations/NMBS/008895729,Idegem,IDEGEM,234,57,54
http://irail.be/stations/NMBS/008896503,Ieper,IEPER,1.175,738,840
http://irail.be/stations/NMBS/008896925,Ingelmunster,INGELMUNSTER,658,247,224
http://irail.be/stations/NMBS/008896909,Izegem,IZEGEM,1.274,376,401
http://irail.be/stations/NMBS/008863115,Jambes,JAMBES,1.545,403,384
http://irail.be/stations/NMBS/008863354,Jambes-Est,JAMBES-EST,238,63,51
http://irail.be/stations/NMBS/008871175,Jamioulx,JAMIOULX,46,8,13
http://irail.be/stations/NMBS/008884566,Jemappes,JEMAPPES,502,290,235
http://irail.be/stations/NMBS/008843158,Jemeppe-sur-Meuse,JEMEPPE-SUR-MEUSE,211,59,53
http://irail.be/stations/NMBS/008874724,Jemeppe-sur-Sambre,JEMEPPE-SUR-SAMBRE,449,268,212
http://irail.be/stations/NMBS/008812047,Jette,JETTE,3.033,1.195,1.023
http://irail.be/stations/NMBS/008881166,Jurbeke,JURBISE,1.675,814,666
http://irail.be/stations/NMBS/008844321,Juslenville,JUSLENVILLE,82,42,36
http://irail.be/stations/NMBS/008821444,Kalmthout,KALMTHOUT,766,204,201
http://irail.be/stations/NMBS/008822053,Kapelle-op-den-Bos,KAPELLE-OP-DEN-BOS,584,202,184
http://irail.be/stations/NMBS/008821535,Kapellen,KAPELLEN,1.202,581,551
http://irail.be/stations/NMBS/008821659,Kessel,KESSEL,449,256,249
http://irail.be/stations/NMBS/008832375,Kiewit,KIEWIT,620,137,225
http://irail.be/stations/NMBS/008821451,Kijkuit,KIJKUIT,163,58,49
http://irail.be/stations/NMBS/008891660,Knokke,KNOKKE,768,1.751,1.035
http://irail.be/stations/NMBS/008892320,Koksijde,KOKSIJDE,263,234,379
http://irail.be/stations/NMBS/008821311,Kontich-Lint,KONTICH-LINT,931,598,424
http://irail.be/stations/NMBS/008892403,Kortemark,KORTEMARK,435,249,389
http://irail.be/stations/NMBS/008811254,Kortenberg,KORTENBERG,819,288,163
http://irail.be/stations/NMBS/008896008,Kortrijk,KORTRIJK,8.127,5.631,5.605
http://irail.be/stations/NMBS/008893567,Kwatrecht,KWATRECHT,180,53,49
http://irail.be/stations/NMBS/008811510,La Hulpe,LA HULPE,1.351,429,432
http://irail.be/stations/NMBS/008882107,La Louvière-Centre,LA LOUVIERE-CENTRE,1.338,1.169,998
http://irail.be/stations/NMBS/008882206,La Louvière-Sud,LA LOUVIERE-SUD,3.029,2.438,2.107
http://irail.be/stations/NMBS/008872587,La Roche (Brabant),LA ROCHE,211,76,61
http://irail.be/stations/NMBS/008871670,Labuissière,LABUISSIERE,79,16,13
http://irail.be/stations/NMBS/008892056,Landegem,LANDEGEM,638,144,124
http://irail.be/stations/NMBS/008871837,Landelies,LANDELIES,78,8,12
http://irail.be/stations/NMBS/008833605,Landen,LANDEN,3.007,1.084,1.093
http://irail.be/stations/NMBS/008893054,Landskouter,LANDSKOUTER,73,25,25
http://irail.be/stations/NMBS/008833258,Langdorp,LANGDORP,174,39,51
http://irail.be/stations/NMBS/008874559,Le Campinaire,LE CAMPINAIRE,146,,
http://irail.be/stations/NMBS/008812161,Lebbeke,LEBBEKE,587,126,140
http://irail.be/stations/NMBS/008895067,Lede,LEDE,1.540,575,513
http://irail.be/stations/NMBS/008864816,Leignon,LEIGNON,37,15,13
http://irail.be/stations/NMBS/008843224,Leman,LEMAN,66,,
http://irail.be/stations/NMBS/008814332,Lembeek,LEMBEEK,1.100,423,216
http://irail.be/stations/NMBS/008881190,Lens,LENS,268,141,107
http://irail.be/stations/NMBS/008832003,Leopoldsburg,LEOPOLDSBURG,374,243,125
http://irail.be/stations/NMBS/008886504,Lessen,LESSINES,681,345,265
http://irail.be/stations/NMBS/008833001,Leuven,LEUVEN,31.461,16.625,14.050
http://irail.be/stations/NMBS/008886348,Leuze,LEUZE,1.568,768,663
http://irail.be/stations/NMBS/008882339,Leval,LEVAL,134,74,70
http://irail.be/stations/NMBS/008865003,Libramont,LIBRAMONT,2.430,1.230,2.033
http://irail.be/stations/NMBS/008892205,Lichtervelde,LICHTERVELDE,3.127,1.773,2.047
http://irail.be/stations/NMBS/008895836,Liedekerke,LIEDEKERKE,2.053,1.153,1.035
http://irail.be/stations/NMBS/008841558,Liège-Carré,LIEGE-CARRE,1.911,516,359
http://irail.be/stations/NMBS/008841558,Liège-Carré,LIEGE-GUILLEMINS,21.313,10.647,11.624
http://irail.be/stations/NMBS/008841004,Liège-Guillemins,LIEGE-SAINT-LAMBERT,2.999,1.150,859
http://irail.be/stations/NMBS/008821600,Lier,LIER,5.191,2.658,2.579
http://irail.be/stations/NMBS/008895570,Lierde,LIERDE,505,129,89
http://irail.be/stations/NMBS/008841673,Liers,LIERS,493,224,212
http://irail.be/stations/NMBS/008872520,Ligny,LIGNY,209,76,81
http://irail.be/stations/NMBS/008814241,Lillois,LILLOIS,684,177,91
http://irail.be/stations/NMBS/008811635,Limal,LIMAL,378,179,141
http://irail.be/stations/NMBS/008814142,Linkebeek,LINKEBEEK,1.187,369,171
http://irail.be/stations/NMBS/008891629,Lissewege,LISSEWEGE,166,65,69
http://irail.be/stations/NMBS/008871712,Lobbes,LOBBES,152,44,23
http://irail.be/stations/NMBS/008872306,Lodelinsart,LODELINSART,177,36,52
http://irail.be/stations/NMBS/008894201,Lokeren,LOKEREN,3.897,2.200,2.167
http://irail.be/stations/NMBS/008832565,Lommel,LOMMEL,422,181,277
http://irail.be/stations/NMBS/008822111,Londerzeel,LONDERZEEL,1.099,215,254
http://irail.be/stations/NMBS/007054650,London Waterloo,LONZEE,212,59,21
http://irail.be/stations/NMBS/008814357,Lot,LOT,751,375,181
http://irail.be/stations/NMBS/008811676,Louvain-la-Neuve,LOUVAIN-LA-NEUVE,4.899,2.169,1.048
http://irail.be/stations/NMBS/008863156,Lustin,LUSTIN,419,194,210
http://irail.be/stations/NMBS/008871308,Luttre,LUTTRE,1.992,658,547
http://irail.be/stations/NMBS/008886041,Maffle,MAFFLE,161,100,72
http://irail.be/stations/NMBS/008822137,Malderen,MALDEREN,359,115,121
http://irail.be/stations/NMBS/008882701,Manage,MANAGE,258,78,88
http://irail.be/stations/NMBS/008866175,Marbehan,MARBEHAN,735,342,837
http://irail.be/stations/NMBS/008864410,Marche-en-Famenne,MARCHE-EN-FAMENNE,441,92,145
http://irail.be/stations/NMBS/008863461,Marche-les-Dames,MARCHE-LES-DAMES,91,2,5
http://irail.be/stations/NMBS/008883220,Marche-lez-Écaussinnes,MARCHE-LEZ-ECAUSSINNES,170,,
http://irail.be/stations/NMBS/008871100,Marchienne-au-Pont,MARCHIENNE-AU-PONT,1.621,762,717
http://irail.be/stations/NMBS/008871852,Marchienne-Zone,MARCHIENNE-ZONE,41,6,13
http://irail.be/stations/NMBS/008891132,Maria-Aalter,MARIA-AALTER,201,49,46
http://irail.be/stations/NMBS/008875002,Mariembourg,MARIEMBOURG,159,63,94
http://irail.be/stations/NMBS/008864345,Marloie,MARLOIE,1.564,876,1.824
http://irail.be/stations/NMBS/008881174,Masnuy-Saint-Pierre,MASNUY-SAINT-PIERRE,24,,
http://irail.be/stations/NMBS/008885530,Maubray,MAUBRAY,22,,
http://irail.be/stations/NMBS/008861333,Mazy,MAZY,26,,
http://irail.be/stations/NMBS/008822004,Mechelen,MECHELEN,19.450,9.566,8.768
http://irail.be/stations/NMBS/008822343,Mechelen-Nekkerspoel,MECHELEN-NEKKERSPOEL,2.105,1.489,1.288
http://irail.be/stations/NMBS/008811171,Meiser,MEISER,684,101,77
http://irail.be/stations/NMBS/008821824,Melkouwen,MELKOUWEN,207,90,74
http://irail.be/stations/NMBS/008893039,Melle,MELLE,890,818,588
http://irail.be/stations/NMBS/008864436,Melreux-Hotton,MELREUX-HOTTON,362,101,170
http://irail.be/stations/NMBS/008894755,Melsele,MELSELE,299,62,114
http://irail.be/stations/NMBS/008896305,Menen,MENEN,1.030,496,538
http://irail.be/stations/NMBS/008812120,Merchtem,MERCHTEM,1.191,171,167
http://irail.be/stations/NMBS/008893013,Merelbeke,MERELBEKE,824,185,152
http://irail.be/stations/NMBS/008811197,Merode,MERODE,307,,
http://irail.be/stations/NMBS/008200110,Mersch,MERY,115,13,25
http://irail.be/stations/NMBS/008866662,Messancy,MESSANCY,135,32,28
http://irail.be/stations/NMBS/008886058,Mevergnies-Attre,MEVERGNIES-ATTRE,115,76,85
http://irail.be/stations/NMBS/008841665,Milmort,MILMORT,547,242,168
http://irail.be/stations/NMBS/008814431,Moensberg,MOENSBERG,247,227,117
http://irail.be/stations/NMBS/008832409,Mol,MOL,2.330,1.226,1.357
http://irail.be/stations/NMBS/008812112,Mollem,MOLLEM,347,69,46
http://irail.be/stations/NMBS/008841459,Momalle,MOMALLE,113,44,43
http://irail.be/stations/NMBS/008881000,Mons,MONS,9.399,5.160,4.559
http://irail.be/stations/NMBS/008861549,Mont-Saint-Guibert,MONT-SAINT-GUIBERT,441,145,95
http://irail.be/stations/NMBS/008893062,Moortsele,MOORTSELE,139,27,22
http://irail.be/stations/NMBS/008882230,Morlanwelz,MORLANWELZ,355,95,72
http://irail.be/stations/NMBS/008821147,Mortsel,MORTSEL,545,315,104
http://irail.be/stations/NMBS/008821154,Mortsel-Deurnesteenweg,MORTSEL-DEURNESTEENWEG,,,114
http://irail.be/stations/NMBS/008821246,Mortsel-Liersesteenweg,MORTSEL-LIERSESTEENWEG,205,145,1
http://irail.be/stations/NMBS/008821238,Mortsel-Oude God,MORTSEL-OUDE-GOD,764,617,646
http://irail.be/stations/NMBS/008885704,Mouscron,MOUSCRON/MOESKROEN,1.975,1.360,1.343
http://irail.be/stations/NMBS/008861150,Moustier,MOUSTIER,278,91,71
http://irail.be/stations/NMBS/008822426,Muizen,MUIZEN,253,106,131
http://irail.be/stations/NMBS/008895232,Munkzwalm,MUNKZWALM,283,79,74
http://irail.be/stations/NMBS/008863453,Namêche,NAMECHE,146,5,10
http://irail.be/stations/NMBS/008863008,Namur,NAMUR,21.590,8.822,8.835
http://irail.be/stations/NMBS/008864964,Naninne,NANINNE,237,85,88
http://irail.be/stations/NMBS/008864915,Natoye,NATOYE,258,98,88
http://irail.be/stations/NMBS/008832615,Neerpelt,NEERPELT,386,159,231
http://irail.be/stations/NMBS/008833670,Neerwinden,NEERWINDEN,157,66,50
http://irail.be/stations/NMBS/008844230,Nessonvaux,NESSONVAUX,368,152,125
http://irail.be/stations/NMBS/008866258,Neufchâteau,NEUFCHATEAU,169,40,53
http://irail.be/stations/NMBS/008883121,Neufvilles,NEUFVILLES,59,,
http://irail.be/stations/NMBS/008824240,Niel,NIEL,394,157,140
http://irail.be/stations/NMBS/008894714,Nieuwkerken-Waas,NIEUWKERKEN-WAAS,172,86,148
http://irail.be/stations/NMBS/008821667,Nijlen,NIJLEN,607,407,312
http://irail.be/stations/NMBS/008881315,Nimy,NIMY,112,47,36
http://irail.be/stations/NMBS/008895760,Ninove,NINOVE,1.394,310,277
http://irail.be/stations/NMBS/008814209,Nivelles,NIVELLES,4.485,1.258,1.011
http://irail.be/stations/NMBS/008821105,Noorderkempen,NOORDERKEMPEN,1.026,665,795
http://irail.be/stations/NMBS/008811247,Nossegem,NOSSEGEM,571,335,196
http://irail.be/stations/NMBS/008871332,Obaix-Buzet,OBAIX-BUZET,246,,
http://irail.be/stations/NMBS/008881406,Obourg,OBOURG,71,,
http://irail.be/stations/NMBS/008895778,Okegem,OKEGEM,317,84,72
http://irail.be/stations/NMBS/008832458,Olen,OLEN,545,190,208
http://irail.be/stations/NMBS/008891702,Oostende,OOSTENDE,6.652,5.070,6.126
http://irail.be/stations/NMBS/008891116,Oostkamp,OOSTKAMP,175,74,67
http://irail.be/stations/NMBS/008812146,Opwijk,OPWIJK,1.100,248,252
http://irail.be/stations/NMBS/008811601,Ottignies,OTTIGNIES,21.977,8.530,8.941
http://irail.be/stations/NMBS/008833134,Oud-Heverlee,OUD-HEVERLEE,180,98,142
http://irail.be/stations/NMBS/008893518,Oudegem,OUDEGEM,296,,
http://irail.be/stations/NMBS/008892601,Oudenaarde,OUDENAARDE,3.342,1.130,847
http://irail.be/stations/NMBS/008843174,Ougrée,OUGREE,166,38,36
http://irail.be/stations/NMBS/008832573,Overpelt,OVERPELT,256,130,174
http://irail.be/stations/NMBS/008865540,Paliseul,PALISEUL,89,29,55
http://irail.be/stations/NMBS/008886561,Papegem,PAPIGNIES,129,113,74
http://irail.be/stations/NMBS/008727100,Paris Nord,PECROT,256,128,120
http://irail.be/stations/NMBS/008844206,Pepinster,PEPINSTER,1.113,358,282
http://irail.be/stations/NMBS/008844313,Pepinster-Cité,PEPINSTER-CITE,36,20,21
http://irail.be/stations/NMBS/008778400,Perpignan,PERUWELZ,683,276,227
http://irail.be/stations/NMBS/008873122,Philippeville,PHILIPPEVILLE,272,46,61
http://irail.be/stations/NMBS/008871415,Piéton,PIETON,138,42,51
http://irail.be/stations/NMBS/008865227,Poix-Saint-Hubert,POIX-SAINT-HUBERT,33,26,25
http://irail.be/stations/NMBS/008728683,Pont de Bois,PONT-A-CELLES,99,32,24
http://irail.be/stations/NMBS/008843141,Pont-de-Seraing,PONT-DE-SERAING,348,38,28
http://irail.be/stations/NMBS/008896735,Poperinge,POPERINGE,768,503,615
http://irail.be/stations/NMBS/008842689,Poulseur,POULSEUR,283,82,129
http://irail.be/stations/NMBS/008811544,Profondsart,PROFONDSART,248,109,68
http://irail.be/stations/NMBS/008873312,Pry,PRY,30,,
http://irail.be/stations/NMBS/008822715,Puurs,PUURS,1.489,845,746
http://irail.be/stations/NMBS/008884541,Quaregnon,QUAREGNON,400,209,190
http://irail.be/stations/NMBS/008881505,Quevy,QUEVY,234,135,134
http://irail.be/stations/NMBS/008884335,Quievrain,QUIEVRAIN,418,243,238
http://irail.be/stations/NMBS/008886587,Rebaix,REBAIX,127,55,47
http://irail.be/stations/NMBS/008841442,Remicourt,REMICOURT,171,55,50
http://irail.be/stations/NMBS/008861440,Rhisnes,RHISNES,279,101,66
http://irail.be/stations/NMBS/008842705,Rivage,RIVAGE,374,92,136
http://irail.be/stations/NMBS/008811536,Rixensart,RIXENSART,1.742,451,355
http://irail.be/stations/NMBS/008864006,Rochefort-Jemelle,ROCHEFORT-JEMELLE,729,419,595
http://irail.be/stations/NMBS/008896800,Roeselare,ROESELARE,2.846,1.084,1.091
http://irail.be/stations/NMBS/008861119,Ronet,RONET,140,63,73
http://irail.be/stations/NMBS/008892908,Ronse,RONSE/RENAIX,1.210,545,397
http://irail.be/stations/NMBS/008871217,Roux,ROUX,153,26,52
